model_name	version	mention_type	url	context_from_paper	source_url
SuStaIn algorithm		used	https://github.com/ucl-pond	Implementations of the SuStaIn algorithm are available on the UCL-POND GitHub page: https://github.com/ucl-pond	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13042161/
ProtAIDe-Dx		created		Code for the ProtAIDe-Dx model development/evaluation/biological annotations can be found at [GitHub link].	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12236936/
node2vec		used		To learn the gene and disease embeddings from Hetionet, we applied two types of random-walk-based methods: node2vec 14 and edge2vec.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12952682/
edge2vec		used	https://github.com/RoyZhengGao/edge2vec	edge2vec was done based on scripts obtained from the edge2vec GitHub repository ( https://github.com/RoyZhengGao/edge2vec ).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12952682/
DREAMwalk				Note that other types of random walk methods, such as DREAMwalk, 17 are not explored in this work as they require a diverse set of homogeneous network datasets, rather than a single heterogeneous knowledge graph.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12952682/
Computational Anatomy Toolbox (CAT12)		used	https://github.com/ChristianGaser/cat12	The Computational Anatomy Toolbox (CAT12) used for MRI preprocessing is available at: https://github.com/ChristianGaser/cat12	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13409254/
BrainAGE		used	https://github.com/ChristianGaser/BrainAGE	The code used to generate https://github.com/ChristianGaser/cat12 BrainAGE is available at: https://github.com/ChristianGaser/BrainAGE	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13409254/
PEACOK	1.0.7	used	https://doi.org/10.5281/zenodo.7097303;https://github.com/astrazeneca-cgr-publications/PEACOK/	Primary genetic association tests were performed using PEACOK (version 1.0.7). PEACOK 1.0.7 is available on Zenodo (https://doi.org/10.5281/zenodo.7097303) and GitHub (https://github.com/astrazeneca-cgr-publications/PEACOK/).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12124131/
MLNI	v0.1.2 and v0.1.5	used	https://github.com/anbai106/mlni	MLNI   (v0.1.2 and v0.1.5):   89  89  https://github.com/anbai106/mlni  , MRIBAG generation  https://github.com/anbai106/mlni	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12265779/
FUMA	v1.5.0	used	https://fuma.ctglab.nl/	FUMA (v1.5.0):   https://fuma.ctglab.nl/  , Gene mapping, genomic locus annotation;  https://fuma.ctglab.nl/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12265779/
GCTA	v1.94.1	used	https://yanglab.westlake.edu.cn/software/gcta/#Overview	GCTA (v1.94.1):   https://yanglab.westlake.edu.cn/software/gcta/#Overview  , fastGWA;  https://yanglab.westlake.edu.cn/software/gcta/#Overview	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12265779/
LDSC	git version aa33296	used	https://github.com/bulik/ldsc	LDSC (git version aa33296):   https://github.com/bulik/ldsc  , genetic correlation  https://github.com/bulik/ldsc	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12265779/
TwoSampleMR	v0.5.6	used	https://mrcieu.github.io/TwoSampleMR/index.html	TwoSampleMR (v0.5.6):   https://mrcieu.github.io/TwoSampleMR/index.html  , Mendelian randomization;  https://mrcieu.github.io/TwoSampleMR/index.html	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12265779/
PRScs	release date: Aug 10, 2023	used	https://github.com/getian107/PRScs	PRScs (release date: Aug 10, 2023):   https://github.com/getian107/PRScs  , PRS calculation;  https://github.com/getian107/PRScs	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12265779/
Lifelines	v0.27.8	used	https://lifelines.readthedocs.io/en/latest/	Lifelines (v0.27.8):   https://lifelines.readthedocs.io/en/latest/  , Survival analysis;  https://lifelines.readthedocs.io/en/latest/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12265779/
String	V12.0	used	https://string-db.org/	String (V12.0):   https://string-db.org/  , protein analyses.  https://string-db.org/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12265779/
coloc	v5	used	https://github.com/chr1swallace/coloc	coloc (v5):   https://github.com/chr1swallace/coloc  ; Bayesian colocalization.  https://github.com/chr1swallace/coloc	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12265779/
xqtl-protocol	1.0.2	used	https://github.com/StatFunGen/xqtl-protocol	analysis pipeline (xqtl-protocol, release 1.0.2; https://github.com/StatFunGen/xqtl-protocol)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13228756/
pecotmr	0.3.4	used	https://github.com/StatFunGen/pecotmr	pecotmr (v.0.3.4; https://github.com/StatFunGen/pecotmr)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13228756/
cTWAS	0.4.21	used	https://xinhe-lab.github.io/multigroup_ctwas/	cTWAS package for M-cTWAS (v.0.4.21; https://xinhe-lab.github.io/multigroup_ctwas/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13228756/
PyTorch	2.5.1	used	https://pytorch.org/	During implementation, we utilized the PyTorch 2.5.1 framework, accessed on 1 October 2025 ( https://pytorch.org/ ) for model training, with the following hardware specifications: i9-13980HX 2.2 GHz CPU, 32 GB RAM, and NVIDIA GeForce RTX 4080 Laptop GPU.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13406452/
Meta-Llama-3.1-8B-Instruct		used		The judge was Meta-Llama-3.1-8B-Instruct, run locally via Hugging Face Transformers with deterministic decoding ( max _ new _ tokens = 512) and direct PyTorch generation.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12847414/
LLaMA-3.1-8B Instruct		used		The pretrained small language model used in this study is LLaMA-3.1-8B Instruct, a decoder-only transformer with approximately 8 billion parameters. This model belongs to the LLaMA (Large Language Model Meta AI) family ( 48 ), which adopts a GPT-style autoregressive architecture trained with an objective to classify given text into the presence or absence of low self-esteem. We initialized our experiments using the publicly released Hugging Face checkpoint of LLaMA-3.1-8B Instruct.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12847414/
CycleGAN		used		we used the PyTorch (version 2.0.1) implementation of CycleGAN 23 released by the paper authors to style transfer the connectivity matrices from one dataset to another	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10854272/
TensorFlow		used		Models will be developed in interactive environments such as Jupyter, tracked using an experiment manager (e.g., MLFlow) and built into software libraries for integration into workflows (e.g., TensorFlow).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10521301/
MSigDB	v.7.3	used	https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp	Canonical pathway gene sets were obtained from MSigDB (v.7.3; https://www.gsea-msigdb.org/gsea/msigdb/human/collections.jsp)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13347950/
STRING	v.11.5	used	https://string-db.org/cgi/download	Human physical PPIs were downloaded from STRING (v.11.5; https://string-db.org/cgi/download)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13347950/
HuRI		used	http://www.interactome-atlas.org/download	Human physical PPIs were downloaded from STRING (v.11.5; https://string-db.org/cgi/download), HuRI (http://www.interactome-atlas.org/download: last accessed in January 2022)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13347950/
inBio Map		used	https://www.intomics.com/inbio/map	and inBio Map (https://www.intomics.com/inbio/map: last accessed in January 2022) databases	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13347950/
TransposeNet		used		TransposeNet's humanized α-synuclein-, β-amyloid-, and TDP-43-modifier networks were obtained from our prior study.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13347950/
GTEx	v.8	used	https://www.gtexportal.org/	Bulk expression data in TPM format from different human tissues were downloaded from the GTEx (v.8; https://www.gtexportal.org/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13347950/
DepMap	2023Q2	used	https://depmap.org/portal/data_page/?tab=allData	gene dependency data in different cell lines were downloaded from DepMap (release: 2023Q2; https://depmap.org/portal/data_page/?tab=allData)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13347950/
NERINE		created	https://doi.org/10.5281/zenodo.19209293;https://github.com/snz20/NERINE	NERINE's source code is available on GitHub (https://github.com/snz20/NERINE) and Zenodo (https://doi.org/10.5281/zenodo.19209293)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13347950/
RVTT		used	https://doi.org/10.5281/zenodo.10627549;https://github.com/snz20/RVTT	RVTT was run by adapting the code from https://github.com/snz20/RVTT (Zenodo, https://doi.org/10.5281/zenodo.10627549)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13347950/
MAGeCK	v.0.5.9.2	used		MAGeCK-iNC analysis was performed using the MAGeCK (v.0.5.9.2) package on python (v.2.7)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13347950/
GSEApy	v.1.1.3	used		GO gene set enrichment analysis was performed using GSEApy (v.1.1.3) on python (v.3.12.4)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13347950/
TensorFlow		used		future enhancements to the LINKAGE enclave may include graphics‐processing unit‐based computing resources, interactive notebook environments, and preloaded machine learning libraries, such as TensorFlow, PyTorch, and scikit‐learn	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12976656/
PyTorch		used		future enhancements to the LINKAGE enclave may include graphics‐processing unit‐based computing resources, interactive notebook environments, and preloaded machine learning libraries, such as TensorFlow, PyTorch, and scikit‐learn	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12976656/
scikit‐learn		used		future enhancements to the LINKAGE enclave may include graphics‐processing unit‐based computing resources, interactive notebook environments, and preloaded machine learning libraries, such as TensorFlow, PyTorch, and scikit‐learn	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12976656/
TensorQTL		used		Univariate xQTL calling: A TensorQTL-based protocol for cis- and trans-xQTL mapping that takes genotype, phenotype and covariate inputs, supports standard and custom cis windows, and produces nominal, permutation-based and summary association outputs for downstream post-processing.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13308301/
Leafcutter		used		Alternative splicing QTL preprocessing pipeline: A workflow for quantifying and processing splicing variation from RNA-seq data, including intron clustering (e.g., via Leafcutter), filtering, normalization, and formatting into analysis-ready matrices for downstream sQTL mapping.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13308301/
GAMLSS model		used	https://github.com/brainchart/Lifespan	We generated the models using the GAMLSS model code in https://github.com/brainchart/Lifespan	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12330520/
CycleGAN		used		we used the PyTorch (version 2.0.1) implementation of CycleGAN 23 released by the paper authors to style transfer the connectivity matrices from one dataset to another	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11415266/
GraffiTE		used		This repository includes scripts and workflows for processing of GraffiTE TE annotation output, eQTL and mQTL analyses, and downstream data integration.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13345245/
MONAI		used		The FICD is implemented using the PyTorch-based MONAI framework ( Cardoso et al., 2022 )	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13263774/
MULTIRF		created	https://github.com/TransBioInfoLab/multiRF-cluster;https://github.com/novawz/multiRF	The MULTIRF R package is available at https://github.com/novawz/multiRF. Analysis scripts to reproduce all results in this paper are available at https://github.com/novawz/multiRF https://github.com/TransBioInfoLab/multiRF-cluster.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13320980/
GAMLSS		used		Code for out-of-sample data alignment, obtaining centile curves, and fitting the GAMLSS models is available in a containerized Docker image that is downloadable at https://zenodo.org/records/15367426.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12247954/
PyTorch	2.1.2	used		The analyses were conducted in Python 3.9 using PyTorch 2.1.2.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13239803/
tensorflow	v2.14.0	used		The sequential neural network was constructed using tensorflow (v2.14.0) and consisted of three layers: two dense layers with the ReLU activation function and an output layer with the same dimensionality as the UMAP data (n=2).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11065001/
UMAP		used		The sequential neural network was constructed using tensorflow (v2.14.0) and consisted of three layers: two dense layers with the ReLU activation function and an output layer with the same dimensionality as the UMAP data (n=2).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11065001/
TensorFlow	2.10.0	used		All analyses were done in Python v3.10.13 with TensorFlow v2.10.0 ( Abadi et al., 2015 ) on a Dell Precision 3,660 tower with a 12th Gen Intel Core i3 processor, featuring 12 MB cache and 8 cores.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13006630/
Keras		used		The implementation was done in Python (version 3.8) using the Keras library [ 36 ] with TensorFlow [ 37 ] as backend and trained on a Nvidia Tesla V100 graphics card with 32GB VRAM.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10949809/
TensorFlow		used		The implementation was done in Python (version 3.8) using the Keras library [ 36 ] with TensorFlow [ 37 ] as backend and trained on a Nvidia Tesla V100 graphics card with 32GB VRAM.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10949809/
DeepBrain		used		T1-weighted MPRAGE images were additionally processed for skull stripping using DeepBrain, an open-source TensorFlow-based brain-extraction toolkit [ 39 ]. DeepBrain applies a convolutional neural network to generate a brain-only mask that removes scalp, skull, and other non-brain tissues.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12870581/
brms		used		The corresponding R code for brms models is available upon reasonable request to the corresponding author.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10619155/
FuzzSeg		used		For methods incorporating self-supervised learning (SSL), we initialized the encoder with weights from a FuzzSeg model pre-trained for 250 epochs on a combination of FuzzSeg and rotation prediction tasks, with encoder weights fine-tuned (not frozen) during detection training.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13243270/
ConvNeXt	tiny	used		"Specifically, we used the ""tiny"" variant ConvNeXt model (Liu et al., 2022b ) as our backbone model. It has a configuration with sequential blocks set to (3, 3, 9, 3) and the number of output channels equalling to (96, 192, 384, 768). ConvNeXt culminates in many architectural advancements such as larger 7x7 kernel sizes, skip connections, inverted bottleneck, Gaussian error linear units (GELU) as activation function, layer-wise normalization (LN) strategy instead of batch normalisations (BN), etc. The ConvNeXt model and pretrained model weights can be downloaded from the publicly available PyTorch library (Paszke et al., 2019 )."	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11873101/
disease classification model M1		created	http://doi.org/10.5281/zenodo.XXXXXX	R code for disease classification model M1 will be available at Supplementary Materials http://doi.org/10.5281/zenodo.XXXXXX after publication.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12458623/
PLINK 2		used		We used publicly available software for all analyses in this study. This included PLINK 2, BOLT-LMM (v.2.5), Regenie, and GWAMA (v.1.2.6), perform sex-stratified GWAS	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12636628/
BOLT-LMM	v.2.5	used		This included PLINK 2, BOLT-LMM (v.2.5), Regenie, and GWAMA (v.1.2.6), perform sex-stratified GWAS	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12636628/
Regenie		used		This included PLINK 2, BOLT-LMM (v.2.5), Regenie, and GWAMA (v.1.2.6), perform sex-stratified GWAS	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12636628/
GWAMA	v.1.2.6	used		This included PLINK 2, BOLT-LMM (v.2.5), Regenie, and GWAMA (v.1.2.6), perform sex-stratified GWAS	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12636628/
LDSC	v.2.0.0	used		LDSC (v.2.0.0) to format summary statistics	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12636628/
FUSION		used		and FUSION for PWAS	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12636628/
VEP	release 114	used		Variant annotation was performed using VEP release 114	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12636628/
SMR	v.1.4.0	used		SMR (v.1.4.0) was used to perform SMR and HEIDI analyses	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12636628/
coloc	v.4.2.1	used		and coloc (v.4.2.1) R package to perform colocalization	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12636628/
locuszoomr	v.0.3.8	used		locuszoomr (v.0.3.8), locuscomparer (v.1.0.0), and ggplot2 (v.3.5.2) were used to create locus zoom, locus compare, and multi-tag locus plots	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12636628/
locuscomparer	v.1.0.0	used		locuszoomr (v.0.3.8), locuscomparer (v.1.0.0), and ggplot2 (v.3.5.2) were used to create locus zoom, locus compare, and multi-tag locus plots	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12636628/
ggplot2	v.3.5.2	used		locuszoomr (v.0.3.8), locuscomparer (v.1.0.0), and ggplot2 (v.3.5.2) were used to create locus zoom, locus compare, and multi-tag locus plots	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12636628/
clusterProfiler	v.4.12.6	used		Enrichment analyses and associated figure generation was performed using clusterProfiler (v.4.12.6), org.Hs.eg.db (v.3.21.0), simplifyEnrichment (v.1.14.1), HGNChelper (v.0.8.14), and ComplexHeatmap (v.2.20.0) R packages	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12636628/
org.Hs.eg.db	v.3.21.0	used		Enrichment analyses and associated figure generation was performed using clusterProfiler (v.4.12.6), org.Hs.eg.db (v.3.21.0), simplifyEnrichment (v.1.14.1), HGNChelper (v.0.8.14), and ComplexHeatmap (v.2.20.0) R packages	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12636628/
simplifyEnrichment	v.1.14.1	used		Enrichment analyses and associated figure generation was performed using clusterProfiler (v.4.12.6), org.Hs.eg.db (v.3.21.0), simplifyEnrichment (v.1.14.1), HGNChelper (v.0.8.14), and ComplexHeatmap (v.2.20.0) R packages	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12636628/
HGNChelper	v.0.8.14	used		Enrichment analyses and associated figure generation was performed using clusterProfiler (v.4.12.6), org.Hs.eg.db (v.3.21.0), simplifyEnrichment (v.1.14.1), HGNChelper (v.0.8.14), and ComplexHeatmap (v.2.20.0) R packages	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12636628/
ComplexHeatmap	v.2.20.0	used		Enrichment analyses and associated figure generation was performed using clusterProfiler (v.4.12.6), org.Hs.eg.db (v.3.21.0), simplifyEnrichment (v.1.14.1), HGNChelper (v.0.8.14), and ComplexHeatmap (v.2.20.0) R packages	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12636628/
cowplot	v.1.2.0	used		Other figures utilized cowplot (v.1.2.0), scales (v.1.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12636628/
OmicsTransformer		created	https://doi.org/10.6084/m9.figshare.31523905;https://github.com/FFJXX/OmicTransformer	Source code and datasets are freely available at https://github.com/FFJXX/OmicTransformer and https://doi.org/10.6084/m9.figshare.31523905 . OmicsTransformer is implemented in PyTorch.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13384059/
Adam		used		Models were implemented in PyTorch and optimized using Adam ( Kingma and Ba 2015 ).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13384059/
FerroScore		created	https://github.com/tjq3/FerroScore	FerroScore is publicly available as an R package. The benchmark, as well as source codes have been deposited at the GitHub repository (https://github.com/tjq3/FerroScore).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13336637/
GCN		used		The experiments were performed on an Nvidia A40 GPU, using Pytorch and the Deep Graph Library ( https://www.dgl.ai/ ) for the GCN implementation.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12742847/
nnU-Net	v2.4.2	used		All models were implemented in nnU-Net (v2.4.2) using Python (v3.9) and PyTorch (v2.3), supported by CUDA (v11.8).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13323141/
PyTorch	v2.3	used		All models were implemented in nnU-Net (v2.4.2) using Python (v3.9) and PyTorch (v2.3), supported by CUDA (v11.8).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13323141/
BaySeq-Y		created	https://github.com/zdz-lab/BaySeq-Y	All code required to reproduce the results reported in this study and to apply BaySeq-Y to new datasets is available at GitHub (https://github.com/zdz-lab/BaySeq-Y). BaySeq-Y is implemented in R using the rjags package for Markov chain Monte Carlo (MCMC)-based Bayesian inference.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13345008/
lme4	1.1.27.1	used		To measure the effects of age on gene expression in the brain, we used a mixed-effects model as implemented in lme4 version 1.1.27.1, treating sex, ethnicity, patient identity and tissue of origin as covariates	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10980014/
fgsea	1.14.0	used		"To perform Gene Set Enrichment Analysis, we used the R package ""fgsea"" version 1.14.0 using the Reactome 2022 library from Enrichr as the reference set of pathways."	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10980014/
Seurat	4.0.4	used		we applied Seurat version 4.0.4's implementations for log-normalizing the data, detecting highly variable features, and standard scaling the data.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10980014/
Harmony	0.1	used		After applying PCA, we used Harmony version 0.1 to correct for the effects of sex, individual, sequencing batch and post-mortem interval in our data.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10980014/
Scrublet		used		We further applied Scrublet to predict and remove doublet cells from the population as implemented in Scanpy version 1.8.2.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10980014/
Scanpy	1.8.2	used		We further applied Scrublet to predict and remove doublet cells from the population as implemented in Scanpy version 1.8.2.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10980014/
MAST		used		We subsequently applied MAST as implemented in Seurat to determine the differentially expressed genes between Alzheimer's disease-enriched clusters and the remaining sub-clusters within a given cell type.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10980014/
gProfiler		used		We used gProfiler with the g_SCS multiple hypothesis correction to identify significant gene ontology terms using Drosophila pathways as a reference.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10980014/
PiuMet		used		We used PiuMet to map unannotated m/z peaks in the metabolomic data to known compounds.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10980014/
TopHat	2.0	used		The RNA-sequencing data was aligned to the human genome reference sequence hg19 using TopHat v2.0 and Cufflinks v1.3.0.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10980014/
Cufflinks	1.3.0	used		The RNA-sequencing data was aligned to the human genome reference sequence hg19 using TopHat v2.0 and Cufflinks v1.3.0.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10980014/
FASTQC		used		To measure RNA-sequencing quality control, we used FASTQC and RNA-SeQC.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10980014/
RNA-SeQC		used		To measure RNA-sequencing quality control, we used FASTQC and RNA-SeQC.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10980014/
PLINK2	1.9beta	used		We applied PLINK2 (v1.9beta) and in house scripts to perform rigorous subject and SNP quality control (QC) for each dataset	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10980014/
EIGENSOFT		used		population substructure was tested by performing principal component analysis (PCA) using smartPCA in EIGENSOFT.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10980014/
Eagle	2.3	used		Eagle v2.3 and Minimac3 were selected for phasing and imputing respectively	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10980014/
Minimac3		used		Eagle v2.3 and Minimac3 were selected for phasing and imputing respectively	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10980014/
Matrix EQTL		used		The eQTL mapping was conducted using R Package Matrix EQTL using the additive linear model on a high-performance Linux-based Orchestra cluster at Harvard Medical School.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10980014/
METASOFT		used		We performed meta eQTL analysis using three separate effects model implemented in METASOFT, which took effect size and standard error of SNP-gene pair in each dataset as input.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10980014/
FIMO		used		To determine if the eQTL of interest overlapped with a DNA-binding motif, we extracted the sequence 50 base pairs upstream and 50 base pairs downstream of the variant and used FIMO to detect the presence of an overlapping DNA-binding motif.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10980014/
GSVA	1.42.0	used		we applied GSVA version 1.42.0 to the CPM-normalized temporal cortex pyramidal neuron RNA-seq to identify the REACTOME pathway enrichments per-sample.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10980014/
