Repository	Study	Issue Type	Details	Timestamp
https://github.com/the-sasi/BrainSmith_backend	Scottish Medical Imaging Research Dataset	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-12-01T06:58:54.215532
https://github.com/krzylesniewski/brainsSmileGame	Scottish Medical Imaging Research Dataset	No Version Info	No version specification file found, may cause compatibility issues	2025-12-01T07:00:57.794566
https://github.com/krzylesniewski/brainsSmileGame	Scottish Medical Imaging Research Dataset	No Container	No Docker or container file found, limiting reproducibility across environments	2025-12-01T07:00:57.794580
https://github.com/krzylesniewski/brainsSmileGame	Scottish Medical Imaging Research Dataset	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-12-01T07:00:57.794583
https://github.com/BonaDenyS/smith-brain	Scottish Medical Imaging Research Dataset	No Version Info	No version specification file found, may cause compatibility issues	2025-12-01T07:02:42.395341
https://github.com/BonaDenyS/smith-brain	Scottish Medical Imaging Research Dataset	No Container	No Docker or container file found, limiting reproducibility across environments	2025-12-01T07:02:42.395358
https://github.com/BonaDenyS/smith-brain	Scottish Medical Imaging Research Dataset	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-12-01T07:02:42.395362
https://github.com/ryangutz88/RitaJohnSmithBrain	Scottish Medical Imaging Research Dataset	No README	Repository lacks a README file, reducing accessibility and understandability	2025-12-01T07:04:55.445813
https://github.com/ryangutz88/RitaJohnSmithBrain	Scottish Medical Imaging Research Dataset	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-12-01T07:04:55.445823
https://github.com/ryangutz88/RitaJohnSmithBrain	Scottish Medical Imaging Research Dataset	No Version Info	No version specification file found, may cause compatibility issues	2025-12-01T07:04:55.445825
https://github.com/ryangutz88/RitaJohnSmithBrain	Scottish Medical Imaging Research Dataset	No Container	No Docker or container file found, limiting reproducibility across environments	2025-12-01T07:04:55.445826
https://github.com/ryangutz88/RitaJohnSmithBrain	Scottish Medical Imaging Research Dataset	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-12-01T07:04:55.445827
https://github.com/ryangutz88/RitaJohnSmithBrain	Scottish Medical Imaging Research Dataset	Insufficient Content	Repository content too short (<50 chars), may be incomplete or non-functional	2025-12-01T07:05:32.303562
https://github.com/stuhelgeson/smidi-system	Scottish Medical Imaging Research Dataset	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-12-01T07:07:28.756897
https://github.com/stuhelgeson/smidi-system	Scottish Medical Imaging Research Dataset	No Version Info	No version specification file found, may cause compatibility issues	2025-12-01T07:07:28.756918
https://github.com/stuhelgeson/smidi-system	Scottish Medical Imaging Research Dataset	No Container	No Docker or container file found, limiting reproducibility across environments	2025-12-01T07:07:28.756921
https://github.com/stuhelgeson/smidi-system	Scottish Medical Imaging Research Dataset	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-12-01T07:07:28.756924
https://github.com/zjor/smile-hunter	Scottish Medical Imaging Research Dataset	No Version Info	No version specification file found, may cause compatibility issues	2025-12-01T07:09:40.312315
https://github.com/zjor/smile-hunter	Scottish Medical Imaging Research Dataset	No Container	No Docker or container file found, limiting reproducibility across environments	2025-12-01T07:09:40.312325
https://github.com/zjor/smile-hunter	Scottish Medical Imaging Research Dataset	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-12-01T07:09:40.312326
https://github.com/smimrankhan/smimrankhan-AI-Blog-Idea-Brainstormer	Scottish Medical Imaging Research Dataset	No Version Info	No version specification file found, may cause compatibility issues	2025-12-01T07:11:21.173176
https://github.com/smimrankhan/smimrankhan-AI-Blog-Idea-Brainstormer	Scottish Medical Imaging Research Dataset	No Container	No Docker or container file found, limiting reproducibility across environments	2025-12-01T07:11:21.173196
https://github.com/smimrankhan/smimrankhan-AI-Blog-Idea-Brainstormer	Scottish Medical Imaging Research Dataset	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-12-01T07:11:21.173199
https://github.com/Airo833/HomeWorkGeekBrainsSmirnovD	Scottish Medical Imaging Research Dataset	No README	Repository lacks a README file, reducing accessibility and understandability	2025-12-01T07:13:32.623095
https://github.com/Airo833/HomeWorkGeekBrainsSmirnovD	Scottish Medical Imaging Research Dataset	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-12-01T07:13:32.623113
https://github.com/Airo833/HomeWorkGeekBrainsSmirnovD	Scottish Medical Imaging Research Dataset	No Version Info	No version specification file found, may cause compatibility issues	2025-12-01T07:13:32.623117
https://github.com/Airo833/HomeWorkGeekBrainsSmirnovD	Scottish Medical Imaging Research Dataset	No Container	No Docker or container file found, limiting reproducibility across environments	2025-12-01T07:13:32.623120
https://github.com/Airo833/HomeWorkGeekBrainsSmirnovD	Scottish Medical Imaging Research Dataset	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-12-01T07:13:32.623123
https://github.com/Airo833/HomeWorkGeekBrainsSmirnovD	Scottish Medical Imaging Research Dataset	Insufficient Content	Repository content too short (<50 chars), may be incomplete or non-functional	2025-12-01T07:14:09.504237
https://github.com/infomindgithub/Machine-Learning-Engineer-Nanodegree-Capstone-PROJECT-ANALYSIS	The Caerphilly Prospective Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-12-01T07:16:32.937800
https://github.com/infomindgithub/Machine-Learning-Engineer-Nanodegree-Capstone-PROJECT-ANALYSIS	The Caerphilly Prospective Study	No Version Info	No version specification file found, may cause compatibility issues	2025-12-01T07:16:32.937819
https://github.com/infomindgithub/Machine-Learning-Engineer-Nanodegree-Capstone-PROJECT-ANALYSIS	The Caerphilly Prospective Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-12-01T07:16:32.937822
https://github.com/infomindgithub/Machine-Learning-Engineer-Nanodegree-Capstone-PROJECT-ANALYSIS	The Caerphilly Prospective Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-12-01T07:16:32.937825
https://github.com/tamap94/ds-capstone-alzheimers-	The Caerphilly Prospective Study	No Version Info	No version specification file found, may cause compatibility issues	2025-12-01T07:18:14.080200
https://github.com/tamap94/ds-capstone-alzheimers-	The Caerphilly Prospective Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-12-01T07:18:14.080212
https://github.com/tamap94/ds-capstone-alzheimers-	The Caerphilly Prospective Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-12-01T07:18:14.080214
https://github.com/MASILab/Capstone_WhiteMatterML	The Caerphilly Prospective Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-12-01T07:20:28.062356
https://github.com/MASILab/Capstone_WhiteMatterML	The Caerphilly Prospective Study	No Version Info	No version specification file found, may cause compatibility issues	2025-12-01T07:20:28.062369
https://github.com/MASILab/Capstone_WhiteMatterML	The Caerphilly Prospective Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-12-01T07:20:28.062372
https://github.com/MASILab/Capstone_WhiteMatterML	The Caerphilly Prospective Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-12-01T07:20:28.062374
https://github.com/bstephan-smu/spring-2021-capstone	The Caerphilly Prospective Study	No Version Info	No version specification file found, may cause compatibility issues	2025-12-01T07:22:08.817933
https://github.com/bstephan-smu/spring-2021-capstone	The Caerphilly Prospective Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-12-01T07:22:08.817948
https://github.com/bstephan-smu/spring-2021-capstone	The Caerphilly Prospective Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-12-01T07:22:08.817951
https://github.com/denise-remhof/Data-Science-Alzheimers-Capstone	The Caerphilly Prospective Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-12-01T07:24:35.667833
https://github.com/denise-remhof/Data-Science-Alzheimers-Capstone	The Caerphilly Prospective Study	No Version Info	No version specification file found, may cause compatibility issues	2025-12-01T07:24:35.667845
https://github.com/denise-remhof/Data-Science-Alzheimers-Capstone	The Caerphilly Prospective Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-12-01T07:24:35.667847
https://github.com/denise-remhof/Data-Science-Alzheimers-Capstone	The Caerphilly Prospective Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-12-01T07:24:35.667848
https://github.com/mrinal18/Alzheimer-Prediction-CapsNets	The Caerphilly Prospective Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-12-01T07:27:13.835883
https://github.com/mrinal18/Alzheimer-Prediction-CapsNets	The Caerphilly Prospective Study	No Version Info	No version specification file found, may cause compatibility issues	2025-12-01T07:27:13.835893
https://github.com/mrinal18/Alzheimer-Prediction-CapsNets	The Caerphilly Prospective Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-12-01T07:27:13.835894
https://github.com/mrinal18/Alzheimer-Prediction-CapsNets	The Caerphilly Prospective Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-12-01T07:27:13.835896
https://github.com/jvgalvin/capstone	The Caerphilly Prospective Study	No Version Info	No version specification file found, may cause compatibility issues	2025-12-01T07:28:33.792269
https://github.com/jvgalvin/capstone	The Caerphilly Prospective Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-12-01T07:28:33.792278
https://github.com/infomindgithub/Machine-Learning-Engineer-Nanodegree-Capstone-PROJECT-PROPOSAL	The Caerphilly Prospective Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-12-01T07:30:49.467875
https://github.com/infomindgithub/Machine-Learning-Engineer-Nanodegree-Capstone-PROJECT-PROPOSAL	The Caerphilly Prospective Study	No Version Info	No version specification file found, may cause compatibility issues	2025-12-01T07:30:49.467885
https://github.com/infomindgithub/Machine-Learning-Engineer-Nanodegree-Capstone-PROJECT-PROPOSAL	The Caerphilly Prospective Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-12-01T07:30:49.467886
https://github.com/infomindgithub/Machine-Learning-Engineer-Nanodegree-Capstone-PROJECT-PROPOSAL	The Caerphilly Prospective Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-12-01T07:30:49.467888
https://github.com/MarkUchendu/Alzheimer_Capstone	The Caerphilly Prospective Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-12-01T07:33:00.174791
https://github.com/MarkUchendu/Alzheimer_Capstone	The Caerphilly Prospective Study	No Version Info	No version specification file found, may cause compatibility issues	2025-12-01T07:33:00.174802
https://github.com/MarkUchendu/Alzheimer_Capstone	The Caerphilly Prospective Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-12-01T07:33:00.174804
https://github.com/MarkUchendu/Alzheimer_Capstone	The Caerphilly Prospective Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-12-01T07:33:00.174814
https://github.com/rohanchidrewar05/smart_cap	The Caerphilly Prospective Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-12-01T07:35:13.137048
https://github.com/rohanchidrewar05/smart_cap	The Caerphilly Prospective Study	No Version Info	No version specification file found, may cause compatibility issues	2025-12-01T07:35:13.137065
https://github.com/rohanchidrewar05/smart_cap	The Caerphilly Prospective Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-12-01T07:35:13.137068
https://github.com/rohanchidrewar05/smart_cap	The Caerphilly Prospective Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-12-01T07:35:13.137071
https://github.com/ClaeymanDamien/Alzheimer-Center-Manager	The Caerphilly Prospective Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-12-01T07:37:49.701835
https://github.com/ClaeymanDamien/Alzheimer-Center-Manager	The Caerphilly Prospective Study	No Version Info	No version specification file found, may cause compatibility issues	2025-12-01T07:37:49.701853
https://github.com/ClaeymanDamien/Alzheimer-Center-Manager	The Caerphilly Prospective Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-12-01T07:37:49.701856
https://github.com/ClaeymanDamien/Alzheimer-Center-Manager	The Caerphilly Prospective Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-12-01T07:37:49.701859
https://github.com/adrianadu/capstone_Alzheimer	The Caerphilly Prospective Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-12-01T07:40:01.507332
https://github.com/adrianadu/capstone_Alzheimer	The Caerphilly Prospective Study	No Version Info	No version specification file found, may cause compatibility issues	2025-12-01T07:40:01.507351
https://github.com/adrianadu/capstone_Alzheimer	The Caerphilly Prospective Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-12-01T07:40:01.507354
https://github.com/adrianadu/capstone_Alzheimer	The Caerphilly Prospective Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-12-01T07:40:01.507357
https://github.com/Kur1su0/Efficient-CapsNet-for-Alzheimer-Disease-Classification	The Caerphilly Prospective Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-12-01T07:42:39.133560
https://github.com/Kur1su0/Efficient-CapsNet-for-Alzheimer-Disease-Classification	The Caerphilly Prospective Study	No Version Info	No version specification file found, may cause compatibility issues	2025-12-01T07:42:39.133571
https://github.com/Kur1su0/Efficient-CapsNet-for-Alzheimer-Disease-Classification	The Caerphilly Prospective Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-12-01T07:42:39.133572
https://github.com/Kur1su0/Efficient-CapsNet-for-Alzheimer-Disease-Classification	The Caerphilly Prospective Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-12-01T07:42:39.133574
https://github.com/pcsingh812/Alzheimer_Diagnosis_Capstone	The Caerphilly Prospective Study	No Version Info	No version specification file found, may cause compatibility issues	2025-12-01T07:44:44.158366
https://github.com/pcsingh812/Alzheimer_Diagnosis_Capstone	The Caerphilly Prospective Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-12-01T07:44:44.158378
https://github.com/pcsingh812/Alzheimer_Diagnosis_Capstone	The Caerphilly Prospective Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-12-01T07:44:44.158380
https://github.com/nazirxz/capstone-project-alzheimer	The Caerphilly Prospective Study	No Version Info	No version specification file found, may cause compatibility issues	2025-12-01T07:46:57.929738
https://github.com/nazirxz/capstone-project-alzheimer	The Caerphilly Prospective Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-12-01T07:46:57.929756
https://github.com/nazirxz/capstone-project-alzheimer	The Caerphilly Prospective Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-12-01T07:46:57.929760
https://github.com/aryanm5/cosmos-capstone	The Caerphilly Prospective Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-12-01T07:49:10.892784
https://github.com/aryanm5/cosmos-capstone	The Caerphilly Prospective Study	No Version Info	No version specification file found, may cause compatibility issues	2025-12-01T07:49:10.892801
https://github.com/aryanm5/cosmos-capstone	The Caerphilly Prospective Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-12-01T07:49:10.892804
https://github.com/aryanm5/cosmos-capstone	The Caerphilly Prospective Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-12-01T07:49:10.892807
https://github.com/mmimet/GBC-capstone-Alzheimer-Brain-Tumor	The Caerphilly Prospective Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-12-01T07:51:21.605665
https://github.com/mmimet/GBC-capstone-Alzheimer-Brain-Tumor	The Caerphilly Prospective Study	No Version Info	No version specification file found, may cause compatibility issues	2025-12-01T07:51:21.605682
https://github.com/mmimet/GBC-capstone-Alzheimer-Brain-Tumor	The Caerphilly Prospective Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-12-01T07:51:21.605685
https://github.com/mmimet/GBC-capstone-Alzheimer-Brain-Tumor	The Caerphilly Prospective Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-12-01T07:51:21.605688
https://github.com/adrianadu/Capstone_project2025	The Caerphilly Prospective Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-12-01T07:53:57.886595
https://github.com/adrianadu/Capstone_project2025	The Caerphilly Prospective Study	No Version Info	No version specification file found, may cause compatibility issues	2025-12-01T07:53:57.886606
https://github.com/adrianadu/Capstone_project2025	The Caerphilly Prospective Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-12-01T07:53:57.886608
https://github.com/adrianadu/Capstone_project2025	The Caerphilly Prospective Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-12-01T07:53:57.886609
https://github.com/kristinslevine/Capstone-Group4-Kristin-Levine	The Caerphilly Prospective Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-12-01T07:56:11.894522
https://github.com/kristinslevine/Capstone-Group4-Kristin-Levine	The Caerphilly Prospective Study	No Version Info	No version specification file found, may cause compatibility issues	2025-12-01T07:56:11.894538
https://github.com/kristinslevine/Capstone-Group4-Kristin-Levine	The Caerphilly Prospective Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-12-01T07:56:11.894541
https://github.com/kristinslevine/Capstone-Group4-Kristin-Levine	The Caerphilly Prospective Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-12-01T07:56:11.894543
https://github.com/SourovKarmokar/-capstone-project	The Caerphilly Prospective Study	No README	Repository lacks a README file, reducing accessibility and understandability	2025-12-01T07:58:23.705956
https://github.com/SourovKarmokar/-capstone-project	The Caerphilly Prospective Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-12-01T07:58:23.705995
https://github.com/SourovKarmokar/-capstone-project	The Caerphilly Prospective Study	No Version Info	No version specification file found, may cause compatibility issues	2025-12-01T07:58:23.706000
https://github.com/SourovKarmokar/-capstone-project	The Caerphilly Prospective Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-12-01T07:58:23.706004
https://github.com/SourovKarmokar/-capstone-project	The Caerphilly Prospective Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-12-01T07:58:23.706008
https://github.com/SourovKarmokar/-capstone-project	The Caerphilly Prospective Study	Insufficient Content	Repository content too short (<50 chars), may be incomplete or non-functional	2025-12-01T07:59:00.586184
https://github.com/kavlabs/capsule-network-for-the-classification-of-mri-images-into-alzheimer-s-and-parkinson-s	The Caerphilly Prospective Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-12-01T08:00:56.612788
https://github.com/kavlabs/capsule-network-for-the-classification-of-mri-images-into-alzheimer-s-and-parkinson-s	The Caerphilly Prospective Study	No Version Info	No version specification file found, may cause compatibility issues	2025-12-01T08:00:56.612806
https://github.com/kavlabs/capsule-network-for-the-classification-of-mri-images-into-alzheimer-s-and-parkinson-s	The Caerphilly Prospective Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-12-01T08:00:56.612810
https://github.com/kavlabs/capsule-network-for-the-classification-of-mri-images-into-alzheimer-s-and-parkinson-s	The Caerphilly Prospective Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-12-01T08:00:56.612813
