Repository	Study	Issue Type	Details	Timestamp
https://github.com/brainrot02back/brainrot02back	Harvard Biomarker Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-03-06T17:58:29.755219
https://github.com/brainrot02back/brainrot02back	Harvard Biomarker Study	No Version Info	No version specification file found, may cause compatibility issues	2026-03-06T17:58:29.755235
https://github.com/brainrot02back/brainrot02back	Harvard Biomarker Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-06T17:58:29.755240
https://github.com/brainrot02back/brainrot02back	Harvard Biomarker Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-06T17:58:29.755243
https://github.com/BAICIL/HBS-AgeNet	Harvard Biomarker Study	No Version Info	No version specification file found, may cause compatibility issues	2026-03-06T17:58:42.667440
https://github.com/BAICIL/HBS-AgeNet	Harvard Biomarker Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-06T17:58:42.667452
https://github.com/BAICIL/HBS-AgeNet	Harvard Biomarker Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-06T17:58:42.667456
https://github.com/BenoitFaure/MedGemma_DeepMind	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-03-06T17:58:59.158471
https://github.com/BenoitFaure/MedGemma_DeepMind	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2026-03-06T17:58:59.158485
https://github.com/BenoitFaure/MedGemma_DeepMind	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-06T17:58:59.158489
https://github.com/BenoitFaure/MedGemma_DeepMind	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-06T17:58:59.158492
https://github.com/chandrasekarnarayana/Hotspot_detection_in_Yeast_Cell_Model-Image_Processing	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-03-06T17:59:12.205450
https://github.com/chandrasekarnarayana/Hotspot_detection_in_Yeast_Cell_Model-Image_Processing	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2026-03-06T17:59:12.205465
https://github.com/chandrasekarnarayana/Hotspot_detection_in_Yeast_Cell_Model-Image_Processing	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-06T17:59:12.205470
https://github.com/chandrasekarnarayana/Hotspot_detection_in_Yeast_Cell_Model-Image_Processing	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-06T17:59:12.205474
https://github.com/ankitganeshpurkar/AlzLeads	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2026-03-06T17:59:25.178651
https://github.com/ankitganeshpurkar/AlzLeads	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-06T17:59:25.178667
https://github.com/ankitganeshpurkar/AlzLeads	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-06T17:59:25.178673
https://github.com/MyronFernandes/Alzheimer-s-MRI-Image-Classification-Model	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-03-06T17:59:47.494711
https://github.com/MyronFernandes/Alzheimer-s-MRI-Image-Classification-Model	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2026-03-06T17:59:47.494757
https://github.com/MyronFernandes/Alzheimer-s-MRI-Image-Classification-Model	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-06T17:59:47.494761
https://github.com/MyronFernandes/Alzheimer-s-MRI-Image-Classification-Model	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-06T17:59:47.494765
https://github.com/rf2485/eoad_wmh	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-03-06T18:00:00.366218
https://github.com/rf2485/eoad_wmh	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2026-03-06T18:00:00.366234
https://github.com/rf2485/eoad_wmh	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-06T18:00:00.366238
https://github.com/rf2485/eoad_wmh	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-06T18:00:00.366244
https://github.com/Rupashi9/In-Silico-Screening-Hyperoside-AD	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-03-06T18:00:29.096252
https://github.com/Rupashi9/In-Silico-Screening-Hyperoside-AD	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2026-03-06T18:00:29.096273
https://github.com/Rupashi9/In-Silico-Screening-Hyperoside-AD	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-06T18:00:29.096279
https://github.com/Rupashi9/In-Silico-Screening-Hyperoside-AD	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-06T18:00:29.096283
https://github.com/Shalimar01/Health-Benefits-of-Red-Chilli-Powder-Shalimars.com	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-03-06T18:00:41.969037
https://github.com/Shalimar01/Health-Benefits-of-Red-Chilli-Powder-Shalimars.com	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2026-03-06T18:00:41.969044
https://github.com/Shalimar01/Health-Benefits-of-Red-Chilli-Powder-Shalimars.com	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-06T18:00:41.969047
https://github.com/Shalimar01/Health-Benefits-of-Red-Chilli-Powder-Shalimars.com	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-06T18:00:41.969048
https://github.com/Akshaybhat5/Parkinson-s-disease-predictor	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-03-06T18:00:58.265936
https://github.com/Akshaybhat5/Parkinson-s-disease-predictor	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2026-03-06T18:00:58.265953
https://github.com/Akshaybhat5/Parkinson-s-disease-predictor	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-06T18:00:58.265961
https://github.com/Akshaybhat5/Parkinson-s-disease-predictor	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-06T18:00:58.265968
https://github.com/Srishtichauhan5359/Parkinson-s-Disease-Detection	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-03-06T18:01:11.168577
https://github.com/Srishtichauhan5359/Parkinson-s-Disease-Detection	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2026-03-06T18:01:11.168590
https://github.com/Srishtichauhan5359/Parkinson-s-Disease-Detection	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-06T18:01:11.168594
https://github.com/Srishtichauhan5359/Parkinson-s-Disease-Detection	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-06T18:01:11.168598
https://github.com/JKBehnke/Beta_profile	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2026-03-06T18:01:23.966887
https://github.com/JKBehnke/Beta_profile	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-06T18:01:23.966901
https://github.com/JKBehnke/Beta_profile	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-06T18:01:23.966905
https://github.com/ashu979/FAll_DETECTION	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-03-06T18:01:37.190105
https://github.com/ashu979/FAll_DETECTION	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2026-03-06T18:01:37.190112
https://github.com/ashu979/FAll_DETECTION	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-06T18:01:37.190115
https://github.com/ashu979/FAll_DETECTION	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-06T18:01:37.190117
https://github.com/pooja2893/Global-Overactive-Bladder-Treatment-Market-Trends-Size-Competitive-Analysis-and-Forecast---2019-20	Longitudinal Early-onset Alzheimer's Disease Study	No README	Repository lacks a README file, reducing accessibility and understandability	2026-03-06T18:02:56.359184
https://github.com/pooja2893/Global-Overactive-Bladder-Treatment-Market-Trends-Size-Competitive-Analysis-and-Forecast---2019-20	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-03-06T18:02:56.359233
https://github.com/pooja2893/Global-Overactive-Bladder-Treatment-Market-Trends-Size-Competitive-Analysis-and-Forecast---2019-20	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2026-03-06T18:02:56.359239
https://github.com/pooja2893/Global-Overactive-Bladder-Treatment-Market-Trends-Size-Competitive-Analysis-and-Forecast---2019-20	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-06T18:02:56.359244
https://github.com/pooja2893/Global-Overactive-Bladder-Treatment-Market-Trends-Size-Competitive-Analysis-and-Forecast---2019-20	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-06T18:02:56.359268
https://github.com/pooja2893/Global-Overactive-Bladder-Treatment-Market-Trends-Size-Competitive-Analysis-and-Forecast---2019-20	Longitudinal Early-onset Alzheimer's Disease Study	Insufficient Content	Repository content too short (<50 chars), may be incomplete or non-functional	2026-03-06T18:03:24.738182
https://github.com/rprokap/pset-9	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-03-06T18:03:38.595734
https://github.com/rprokap/pset-9	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2026-03-06T18:03:38.595752
https://github.com/rprokap/pset-9	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-06T18:03:38.595760
https://github.com/rprokap/pset-9	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-06T18:03:38.595766
https://github.com/rprokap/pset-9	Longitudinal Early-onset Alzheimer's Disease Study	Insufficient Content	Repository content too short (<50 chars), may be incomplete or non-functional	2026-03-06T18:04:00.737307
https://github.com/dia2018/What-is-the-Difference-Between-AI-and-Machine-Learning	Longitudinal Early-onset Alzheimer's Disease Study	No README	Repository lacks a README file, reducing accessibility and understandability	2026-03-06T18:05:13.344994
https://github.com/dia2018/What-is-the-Difference-Between-AI-and-Machine-Learning	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-03-06T18:05:13.345038
https://github.com/dia2018/What-is-the-Difference-Between-AI-and-Machine-Learning	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2026-03-06T18:05:13.345046
https://github.com/dia2018/What-is-the-Difference-Between-AI-and-Machine-Learning	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-06T18:05:13.345053
https://github.com/dia2018/What-is-the-Difference-Between-AI-and-Machine-Learning	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-06T18:05:13.345059
https://github.com/dia2018/What-is-the-Difference-Between-AI-and-Machine-Learning	Longitudinal Early-onset Alzheimer's Disease Study	Insufficient Content	Repository content too short (<50 chars), may be incomplete or non-functional	2026-03-06T18:05:41.771990
https://github.com/Tanaybalraj/Eye-blink-to-speech	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-03-06T18:05:48.223709
https://github.com/Tanaybalraj/Eye-blink-to-speech	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2026-03-06T18:05:48.223725
https://github.com/Tanaybalraj/Eye-blink-to-speech	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-06T18:05:48.223730
https://github.com/Tanaybalraj/Eye-blink-to-speech	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-06T18:05:48.223738
https://github.com/mehdi4027/Solar-Gold-smart-safe-	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-03-06T18:06:01.248201
https://github.com/mehdi4027/Solar-Gold-smart-safe-	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2026-03-06T18:06:01.248217
https://github.com/mehdi4027/Solar-Gold-smart-safe-	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-06T18:06:01.248222
https://github.com/mehdi4027/Solar-Gold-smart-safe-	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-06T18:06:01.248226
https://github.com/mehdi4027/satoshi-Nakomoto	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-03-06T18:06:14.184730
https://github.com/mehdi4027/satoshi-Nakomoto	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2026-03-06T18:06:14.184744
https://github.com/mehdi4027/satoshi-Nakomoto	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-06T18:06:14.184749
https://github.com/mehdi4027/satoshi-Nakomoto	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-06T18:06:14.184752
https://github.com/vineethsaivs/Brain-Tumor-Detection-using-Deep-Learning	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2026-03-06T18:06:27.072454
https://github.com/vineethsaivs/Brain-Tumor-Detection-using-Deep-Learning	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-06T18:06:27.072466
https://github.com/vineethsaivs/Brain-Tumor-Detection-using-Deep-Learning	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-06T18:06:27.072471
https://github.com/jslota/scRNAseq-prion-infection	Longitudinal Early-onset Alzheimer's Disease Study	No README	Repository lacks a README file, reducing accessibility and understandability	2026-03-06T18:06:39.920377
https://github.com/jslota/scRNAseq-prion-infection	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-03-06T18:06:39.920392
https://github.com/jslota/scRNAseq-prion-infection	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2026-03-06T18:06:39.920397
https://github.com/jslota/scRNAseq-prion-infection	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-06T18:06:39.920401
https://github.com/jslota/scRNAseq-prion-infection	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-06T18:06:39.920405
https://github.com/jslota/scRNAseq-prion-infection	Longitudinal Early-onset Alzheimer's Disease Study	Insufficient Content	Repository content too short (<50 chars), may be incomplete or non-functional	2026-03-06T18:07:02.095321
https://github.com/virtualscreenlab/Drug-Design-at-BBB-	Longitudinal Early-onset Alzheimer's Disease Study	No README	Repository lacks a README file, reducing accessibility and understandability	2026-03-06T18:07:08.552579
https://github.com/virtualscreenlab/Drug-Design-at-BBB-	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-03-06T18:07:08.552599
https://github.com/virtualscreenlab/Drug-Design-at-BBB-	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2026-03-06T18:07:08.552634
https://github.com/virtualscreenlab/Drug-Design-at-BBB-	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-06T18:07:08.552638
https://github.com/virtualscreenlab/Drug-Design-at-BBB-	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-06T18:07:08.552642
https://github.com/virtualscreenlab/Drug-Design-at-BBB-	Longitudinal Early-onset Alzheimer's Disease Study	Insufficient Content	Repository content too short (<50 chars), may be incomplete or non-functional	2026-03-06T18:07:30.651002
https://github.com/Franchglobal2/6-Ways-To-Be-Fit-And-Strengthen-Your-Immune-System-	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-03-06T18:07:37.062686
https://github.com/Franchglobal2/6-Ways-To-Be-Fit-And-Strengthen-Your-Immune-System-	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2026-03-06T18:07:37.062717
https://github.com/Franchglobal2/6-Ways-To-Be-Fit-And-Strengthen-Your-Immune-System-	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-06T18:07:37.062723
https://github.com/Franchglobal2/6-Ways-To-Be-Fit-And-Strengthen-Your-Immune-System-	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-06T18:07:37.062727
https://github.com/Franchglobal2/6-Ways-To-Be-Fit-And-Strengthen-Your-Immune-System	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-03-06T18:07:49.913017
https://github.com/Franchglobal2/6-Ways-To-Be-Fit-And-Strengthen-Your-Immune-System	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2026-03-06T18:07:49.913044
https://github.com/Franchglobal2/6-Ways-To-Be-Fit-And-Strengthen-Your-Immune-System	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-06T18:07:49.913049
https://github.com/Franchglobal2/6-Ways-To-Be-Fit-And-Strengthen-Your-Immune-System	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-06T18:07:49.913053
https://github.com/guilhermeverdoodt/brainx-crm-chatbot	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2026-03-06T18:08:02.756097
https://github.com/guilhermeverdoodt/brainx-crm-chatbot	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-03-06T18:08:02.756112
https://github.com/guilhermeverdoodt/brainx-crm-chatbot	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-03-06T18:08:02.756117
https://github.com/adrielyeung/comp-neuro	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-03-06T18:08:15.691581
https://github.com/adrielyeung/comp-neuro	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2026-03-06T18:08:15.691593
