Repository	Study	Issue Type	Details	Timestamp
https://github.com/ilyakh/serial-trigger	Alzheimer's Disease Cooperative Study Clinical Trials Dataset	No Version Info	No version specification file found, may cause compatibility issues	2026-02-09T19:01:33.378687
https://github.com/ilyakh/serial-trigger	Alzheimer's Disease Cooperative Study Clinical Trials Dataset	No Container	No Docker or container file found, limiting reproducibility across environments	2026-02-09T19:01:33.378689
https://github.com/ilyakh/serial-trigger	Alzheimer's Disease Cooperative Study Clinical Trials Dataset	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-02-09T19:01:33.378691
https://github.com/ilyakh/serial-trigger	Alzheimer's Disease Cooperative Study Clinical Trials Dataset	Insufficient Content	Repository content too short (<50 chars), may be incomplete or non-functional	2026-02-09T19:01:39.990548
https://github.com/himanshub1007/Alzhimers-Disease-Prediction-Using-Deep-learning	Alzheimer's Disease Neuroimaging Initiative Grand Opportunities	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-02-09T19:01:51.397690
https://github.com/himanshub1007/Alzhimers-Disease-Prediction-Using-Deep-learning	Alzheimer's Disease Neuroimaging Initiative Grand Opportunities	No Version Info	No version specification file found, may cause compatibility issues	2026-02-09T19:01:51.397697
https://github.com/himanshub1007/Alzhimers-Disease-Prediction-Using-Deep-learning	Alzheimer's Disease Neuroimaging Initiative Grand Opportunities	No Container	No Docker or container file found, limiting reproducibility across environments	2026-02-09T19:01:51.397699
https://github.com/himanshub1007/Alzhimers-Disease-Prediction-Using-Deep-learning	Alzheimer's Disease Neuroimaging Initiative Grand Opportunities	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-02-09T19:01:51.397701
https://github.com/mitchell-s17/ADNI1-RVAS	Alzheimer's Disease Neuroimaging Initiative Phase 1	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-02-09T19:02:07.788379
https://github.com/mitchell-s17/ADNI1-RVAS	Alzheimer's Disease Neuroimaging Initiative Phase 1	No Version Info	No version specification file found, may cause compatibility issues	2026-02-09T19:02:07.788394
https://github.com/mitchell-s17/ADNI1-RVAS	Alzheimer's Disease Neuroimaging Initiative Phase 1	No Container	No Docker or container file found, limiting reproducibility across environments	2026-02-09T19:02:07.788399
https://github.com/mitchell-s17/ADNI1-RVAS	Alzheimer's Disease Neuroimaging Initiative Phase 1	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-02-09T19:02:07.788403
https://github.com/mitchell-s17/ADNI1-GeneBurdenAnalysis	Alzheimer's Disease Neuroimaging Initiative Phase 1	No README	Repository lacks a README file, reducing accessibility and understandability	2026-02-09T19:02:21.038225
https://github.com/mitchell-s17/ADNI1-GeneBurdenAnalysis	Alzheimer's Disease Neuroimaging Initiative Phase 1	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-02-09T19:02:21.038240
https://github.com/mitchell-s17/ADNI1-GeneBurdenAnalysis	Alzheimer's Disease Neuroimaging Initiative Phase 1	No Version Info	No version specification file found, may cause compatibility issues	2026-02-09T19:02:21.038245
https://github.com/mitchell-s17/ADNI1-GeneBurdenAnalysis	Alzheimer's Disease Neuroimaging Initiative Phase 1	No Container	No Docker or container file found, limiting reproducibility across environments	2026-02-09T19:02:21.038250
https://github.com/mitchell-s17/ADNI1-GeneBurdenAnalysis	Alzheimer's Disease Neuroimaging Initiative Phase 1	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-02-09T19:02:21.038254
https://github.com/mitchell-s17/ADNI1-GeneBurdenAnalysis	Alzheimer's Disease Neuroimaging Initiative Phase 1	Insufficient Content	Repository content too short (<50 chars), may be incomplete or non-functional	2026-02-09T19:02:27.718510
https://github.com/FahimFBA/organize-ADNI	Alzheimer's Disease Neuroimaging Initiative Phase 1	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-02-09T19:02:32.849731
https://github.com/FahimFBA/organize-ADNI	Alzheimer's Disease Neuroimaging Initiative Phase 1	No Version Info	No version specification file found, may cause compatibility issues	2026-02-09T19:02:32.849746
https://github.com/FahimFBA/organize-ADNI	Alzheimer's Disease Neuroimaging Initiative Phase 1	No Container	No Docker or container file found, limiting reproducibility across environments	2026-02-09T19:02:32.849751
https://github.com/FahimFBA/organize-ADNI	Alzheimer's Disease Neuroimaging Initiative Phase 1	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-02-09T19:02:32.849755
https://github.com/atri-biostats/ADNIMERGE2	Alzheimer's Disease Neuroimaging Initiative Phase 2	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-02-09T19:02:46.591186
https://github.com/atri-biostats/ADNIMERGE2	Alzheimer's Disease Neuroimaging Initiative Phase 2	No Version Info	No version specification file found, may cause compatibility issues	2026-02-09T19:02:46.591197
https://github.com/atri-biostats/ADNIMERGE2	Alzheimer's Disease Neuroimaging Initiative Phase 2	No Container	No Docker or container file found, limiting reproducibility across environments	2026-02-09T19:02:46.591199
https://github.com/atri-biostats/ADNIMERGE2	Alzheimer's Disease Neuroimaging Initiative Phase 2	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-02-09T19:02:46.591202
https://github.com/myousefnezhad/adni202	Alzheimer's Disease Neuroimaging Initiative Phase 2	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-02-09T19:02:58.265409
https://github.com/myousefnezhad/adni202	Alzheimer's Disease Neuroimaging Initiative Phase 2	No Version Info	No version specification file found, may cause compatibility issues	2026-02-09T19:02:58.265437
https://github.com/myousefnezhad/adni202	Alzheimer's Disease Neuroimaging Initiative Phase 2	No Container	No Docker or container file found, limiting reproducibility across environments	2026-02-09T19:02:58.265442
https://github.com/myousefnezhad/adni202	Alzheimer's Disease Neuroimaging Initiative Phase 2	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-02-09T19:02:58.265447
https://github.com/CarlosTheran/REU-ADNIC-2021	Alzheimer's Disease Neuroimaging Initiative Phase 2	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-02-09T19:03:08.838649
https://github.com/CarlosTheran/REU-ADNIC-2021	Alzheimer's Disease Neuroimaging Initiative Phase 2	No Version Info	No version specification file found, may cause compatibility issues	2026-02-09T19:03:08.838683
https://github.com/CarlosTheran/REU-ADNIC-2021	Alzheimer's Disease Neuroimaging Initiative Phase 2	No Container	No Docker or container file found, limiting reproducibility across environments	2026-02-09T19:03:08.838688
https://github.com/CarlosTheran/REU-ADNIC-2021	Alzheimer's Disease Neuroimaging Initiative Phase 2	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-02-09T19:03:08.838694
https://github.com/BorgwardtLab/ADNI_3DCNNvsTDA	Alzheimer's Disease Neuroimaging Initiative Phase 3	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-02-09T19:03:26.432750
https://github.com/BorgwardtLab/ADNI_3DCNNvsTDA	Alzheimer's Disease Neuroimaging Initiative Phase 3	No Version Info	No version specification file found, may cause compatibility issues	2026-02-09T19:03:26.432756
https://github.com/BorgwardtLab/ADNI_3DCNNvsTDA	Alzheimer's Disease Neuroimaging Initiative Phase 3	No Container	No Docker or container file found, limiting reproducibility across environments	2026-02-09T19:03:26.432758
https://github.com/BorgwardtLab/ADNI_3DCNNvsTDA	Alzheimer's Disease Neuroimaging Initiative Phase 3	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-02-09T19:03:26.432760
https://github.com/yingjiegaryzhou/ADNI3_TauPET_TDA	Alzheimer's Disease Neuroimaging Initiative Phase 3	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-02-09T19:03:36.108487
https://github.com/yingjiegaryzhou/ADNI3_TauPET_TDA	Alzheimer's Disease Neuroimaging Initiative Phase 3	No Version Info	No version specification file found, may cause compatibility issues	2026-02-09T19:03:36.108502
https://github.com/yingjiegaryzhou/ADNI3_TauPET_TDA	Alzheimer's Disease Neuroimaging Initiative Phase 3	No Container	No Docker or container file found, limiting reproducibility across environments	2026-02-09T19:03:36.108507
https://github.com/yingjiegaryzhou/ADNI3_TauPET_TDA	Alzheimer's Disease Neuroimaging Initiative Phase 3	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-02-09T19:03:36.108511
https://github.com/H-Snoussi/ADNI3-Blueprints	Alzheimer's Disease Neuroimaging Initiative Phase 3	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-02-09T19:03:51.615033
https://github.com/H-Snoussi/ADNI3-Blueprints	Alzheimer's Disease Neuroimaging Initiative Phase 3	No Version Info	No version specification file found, may cause compatibility issues	2026-02-09T19:03:51.615045
https://github.com/H-Snoussi/ADNI3-Blueprints	Alzheimer's Disease Neuroimaging Initiative Phase 3	No Container	No Docker or container file found, limiting reproducibility across environments	2026-02-09T19:03:51.615049
https://github.com/H-Snoussi/ADNI3-Blueprints	Alzheimer's Disease Neuroimaging Initiative Phase 3	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-02-09T19:03:51.615052
https://github.com/Keskinsevval/basic_seq_analysis	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	No README	Repository lacks a README file, reducing accessibility and understandability	2026-02-09T19:04:09.846683
https://github.com/Keskinsevval/basic_seq_analysis	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-02-09T19:04:09.846697
https://github.com/Keskinsevval/basic_seq_analysis	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	No Version Info	No version specification file found, may cause compatibility issues	2026-02-09T19:04:09.846702
https://github.com/Keskinsevval/basic_seq_analysis	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-02-09T19:04:09.846706
https://github.com/Keskinsevval/basic_seq_analysis	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-02-09T19:04:09.846710
https://github.com/Keskinsevval/basic_seq_analysis	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	Insufficient Content	Repository content too short (<50 chars), may be incomplete or non-functional	2026-02-09T19:04:16.317225
https://github.com/bmcastrow/AmyloidbetaA4-pIC50-prediction	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-02-09T19:04:18.229689
https://github.com/bmcastrow/AmyloidbetaA4-pIC50-prediction	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	No Version Info	No version specification file found, may cause compatibility issues	2026-02-09T19:04:18.229704
https://github.com/bmcastrow/AmyloidbetaA4-pIC50-prediction	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-02-09T19:04:18.229709
https://github.com/bmcastrow/AmyloidbetaA4-pIC50-prediction	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-02-09T19:04:18.229713
https://github.com/AAA-lab-genetic/Multiancestry_LRRK2_p.A419V	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-02-09T19:04:29.562845
https://github.com/AAA-lab-genetic/Multiancestry_LRRK2_p.A419V	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	No Version Info	No version specification file found, may cause compatibility issues	2026-02-09T19:04:29.562856
https://github.com/AAA-lab-genetic/Multiancestry_LRRK2_p.A419V	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-02-09T19:04:29.562860
https://github.com/AAA-lab-genetic/Multiancestry_LRRK2_p.A419V	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-02-09T19:04:29.562865
https://github.com/RoxanneWAAANG/A4-Unet	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-02-09T19:04:42.603961
https://github.com/RoxanneWAAANG/A4-Unet	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	No Version Info	No version specification file found, may cause compatibility issues	2026-02-09T19:04:42.603967
https://github.com/RoxanneWAAANG/A4-Unet	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-02-09T19:04:42.603969
https://github.com/RoxanneWAAANG/A4-Unet	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-02-09T19:04:42.603971
https://github.com/menglutao/Motor-imagery-classification-from-EEG-for-brain-computer-interface	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	No Version Info	No version specification file found, may cause compatibility issues	2026-02-09T19:04:54.195159
https://github.com/menglutao/Motor-imagery-classification-from-EEG-for-brain-computer-interface	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-02-09T19:04:54.195170
https://github.com/menglutao/Motor-imagery-classification-from-EEG-for-brain-computer-interface	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-02-09T19:04:54.195174
https://github.com/allengaller/a4c-rocky-club	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-02-09T19:05:02.906076
https://github.com/allengaller/a4c-rocky-club	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	No Version Info	No version specification file found, may cause compatibility issues	2026-02-09T19:05:02.906091
https://github.com/allengaller/a4c-rocky-club	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-02-09T19:05:02.906095
https://github.com/allengaller/a4c-rocky-club	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-02-09T19:05:02.906099
https://github.com/Nano204/Brainnest-A4-JS	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	No README	Repository lacks a README file, reducing accessibility and understandability	2026-02-09T19:05:15.149881
https://github.com/Nano204/Brainnest-A4-JS	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-02-09T19:05:15.149897
https://github.com/Nano204/Brainnest-A4-JS	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	No Version Info	No version specification file found, may cause compatibility issues	2026-02-09T19:05:15.149901
https://github.com/Nano204/Brainnest-A4-JS	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-02-09T19:05:15.149904
https://github.com/Nano204/Brainnest-A4-JS	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-02-09T19:05:15.149907
https://github.com/Nano204/Brainnest-A4-JS	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	Insufficient Content	Repository content too short (<50 chars), may be incomplete or non-functional	2026-02-09T19:05:21.854743
https://github.com/henrymasterlof/brainpill-a41e75f3-ind	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-02-09T19:05:23.741350
https://github.com/henrymasterlof/brainpill-a41e75f3-ind	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	No Version Info	No version specification file found, may cause compatibility issues	2026-02-09T19:05:23.741361
https://github.com/henrymasterlof/brainpill-a41e75f3-ind	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	No Container	No Docker or container file found, limiting reproducibility across environments	2026-02-09T19:05:23.741367
https://github.com/henrymasterlof/brainpill-a41e75f3-ind	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-02-09T19:05:23.741370
https://github.com/akshaydeore/Alzheimer-disease-dashboard	Australian Imaging Biomarkers and Lifestyle Study of Ageing	No README	Repository lacks a README file, reducing accessibility and understandability	2026-02-09T19:05:33.199880
https://github.com/akshaydeore/Alzheimer-disease-dashboard	Australian Imaging Biomarkers and Lifestyle Study of Ageing	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-02-09T19:05:33.199891
https://github.com/akshaydeore/Alzheimer-disease-dashboard	Australian Imaging Biomarkers and Lifestyle Study of Ageing	No Version Info	No version specification file found, may cause compatibility issues	2026-02-09T19:05:33.199895
https://github.com/akshaydeore/Alzheimer-disease-dashboard	Australian Imaging Biomarkers and Lifestyle Study of Ageing	No Container	No Docker or container file found, limiting reproducibility across environments	2026-02-09T19:05:33.199898
https://github.com/akshaydeore/Alzheimer-disease-dashboard	Australian Imaging Biomarkers and Lifestyle Study of Ageing	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-02-09T19:05:33.199901
https://github.com/akshaydeore/Alzheimer-disease-dashboard	Australian Imaging Biomarkers and Lifestyle Study of Ageing	Insufficient Content	Repository content too short (<50 chars), may be incomplete or non-functional	2026-02-09T19:05:39.696222
https://github.com/akinyeraakintunde/Data-Validation-with-Python-	Australian Imaging Biomarkers and Lifestyle Study of Ageing	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2026-02-09T19:05:41.708295
https://github.com/akinyeraakintunde/Data-Validation-with-Python-	Australian Imaging Biomarkers and Lifestyle Study of Ageing	No Version Info	No version specification file found, may cause compatibility issues	2026-02-09T19:05:41.708310
https://github.com/akinyeraakintunde/Data-Validation-with-Python-	Australian Imaging Biomarkers and Lifestyle Study of Ageing	No Container	No Docker or container file found, limiting reproducibility across environments	2026-02-09T19:05:41.708315
https://github.com/akinyeraakintunde/Data-Validation-with-Python-	Australian Imaging Biomarkers and Lifestyle Study of Ageing	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2026-02-09T19:05:41.708319
