Repository	Study	Issue Type	Details	Timestamp
https://github.com/Shalimar01/Health-Benefits-of-Red-Chilli-Powder-Shalimars.com	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-11-30T22:44:04.169782
https://github.com/Shalimar01/Health-Benefits-of-Red-Chilli-Powder-Shalimars.com	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-11-30T22:44:04.169784
https://github.com/Akshaybhat5/Parkinson-s-disease-predictor	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-11-30T22:46:22.552800
https://github.com/Akshaybhat5/Parkinson-s-disease-predictor	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2025-11-30T22:46:22.552810
https://github.com/Akshaybhat5/Parkinson-s-disease-predictor	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-11-30T22:46:22.552811
https://github.com/Akshaybhat5/Parkinson-s-disease-predictor	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-11-30T22:46:22.552813
https://github.com/Srishtichauhan5359/Parkinson-s-Disease-Detection	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-11-30T22:48:31.910055
https://github.com/Srishtichauhan5359/Parkinson-s-Disease-Detection	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2025-11-30T22:48:31.910072
https://github.com/Srishtichauhan5359/Parkinson-s-Disease-Detection	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-11-30T22:48:31.910075
https://github.com/Srishtichauhan5359/Parkinson-s-Disease-Detection	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-11-30T22:48:31.910077
https://github.com/JKBehnke/Beta_profile	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2025-11-30T22:50:11.321952
https://github.com/JKBehnke/Beta_profile	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-11-30T22:50:11.321969
https://github.com/JKBehnke/Beta_profile	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-11-30T22:50:11.321973
https://github.com/ashu979/FAll_DETECTION	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-11-30T22:52:23.311170
https://github.com/ashu979/FAll_DETECTION	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2025-11-30T22:52:23.311181
https://github.com/ashu979/FAll_DETECTION	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-11-30T22:52:23.311182
https://github.com/ashu979/FAll_DETECTION	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-11-30T22:52:23.311184
https://github.com/pooja2893/Global-Overactive-Bladder-Treatment-Market-Trends-Size-Competitive-Analysis-and-Forecast---2019-20	Longitudinal Early-onset Alzheimer's Disease Study	No README	Repository lacks a README file, reducing accessibility and understandability	2025-11-30T22:54:34.602377
https://github.com/pooja2893/Global-Overactive-Bladder-Treatment-Market-Trends-Size-Competitive-Analysis-and-Forecast---2019-20	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-11-30T22:54:34.602386
https://github.com/pooja2893/Global-Overactive-Bladder-Treatment-Market-Trends-Size-Competitive-Analysis-and-Forecast---2019-20	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2025-11-30T22:54:34.602387
https://github.com/pooja2893/Global-Overactive-Bladder-Treatment-Market-Trends-Size-Competitive-Analysis-and-Forecast---2019-20	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-11-30T22:54:34.602388
https://github.com/pooja2893/Global-Overactive-Bladder-Treatment-Market-Trends-Size-Competitive-Analysis-and-Forecast---2019-20	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-11-30T22:54:34.602390
https://github.com/pooja2893/Global-Overactive-Bladder-Treatment-Market-Trends-Size-Competitive-Analysis-and-Forecast---2019-20	Longitudinal Early-onset Alzheimer's Disease Study	Insufficient Content	Repository content too short (<50 chars), may be incomplete or non-functional	2025-11-30T22:55:21.605899
https://github.com/rprokap/pset-9	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-11-30T22:57:28.324998
https://github.com/rprokap/pset-9	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2025-11-30T22:57:28.325014
https://github.com/rprokap/pset-9	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-11-30T22:57:28.325018
https://github.com/rprokap/pset-9	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-11-30T22:57:28.325020
https://github.com/rprokap/pset-9	Longitudinal Early-onset Alzheimer's Disease Study	Insufficient Content	Repository content too short (<50 chars), may be incomplete or non-functional	2025-11-30T22:58:13.955263
https://github.com/dia2018/What-is-the-Difference-Between-AI-and-Machine-Learning	Longitudinal Early-onset Alzheimer's Disease Study	No README	Repository lacks a README file, reducing accessibility and understandability	2025-11-30T23:00:09.078344
https://github.com/dia2018/What-is-the-Difference-Between-AI-and-Machine-Learning	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-11-30T23:00:09.078364
https://github.com/dia2018/What-is-the-Difference-Between-AI-and-Machine-Learning	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2025-11-30T23:00:09.078368
https://github.com/dia2018/What-is-the-Difference-Between-AI-and-Machine-Learning	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-11-30T23:00:09.078371
https://github.com/dia2018/What-is-the-Difference-Between-AI-and-Machine-Learning	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-11-30T23:00:09.078374
https://github.com/dia2018/What-is-the-Difference-Between-AI-and-Machine-Learning	Longitudinal Early-onset Alzheimer's Disease Study	Insufficient Content	Repository content too short (<50 chars), may be incomplete or non-functional	2025-11-30T23:00:56.087222
https://github.com/Tanaybalraj/Eye-blink-to-speech	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-11-30T23:02:51.496431
https://github.com/Tanaybalraj/Eye-blink-to-speech	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2025-11-30T23:02:51.496440
https://github.com/Tanaybalraj/Eye-blink-to-speech	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-11-30T23:02:51.496442
https://github.com/Tanaybalraj/Eye-blink-to-speech	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-11-30T23:02:51.496443
https://github.com/mehdi4027/satoshi-Nakomoto	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-11-30T23:05:06.029290
https://github.com/mehdi4027/satoshi-Nakomoto	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2025-11-30T23:05:06.029302
https://github.com/mehdi4027/satoshi-Nakomoto	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-11-30T23:05:06.029304
https://github.com/mehdi4027/satoshi-Nakomoto	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-11-30T23:05:06.029306
https://github.com/mehdi4027/Solar-Gold-smart-safe-	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-11-30T23:07:20.632750
https://github.com/mehdi4027/Solar-Gold-smart-safe-	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2025-11-30T23:07:20.632768
https://github.com/mehdi4027/Solar-Gold-smart-safe-	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-11-30T23:07:20.632772
https://github.com/mehdi4027/Solar-Gold-smart-safe-	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-11-30T23:07:20.632775
https://github.com/vineethsaivs/Brain-Tumor-Detection-using-Deep-Learning	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2025-11-30T23:09:00.276539
https://github.com/vineethsaivs/Brain-Tumor-Detection-using-Deep-Learning	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-11-30T23:09:00.276559
https://github.com/vineethsaivs/Brain-Tumor-Detection-using-Deep-Learning	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-11-30T23:09:00.276563
https://github.com/jslota/scRNAseq-prion-infection	Longitudinal Early-onset Alzheimer's Disease Study	No README	Repository lacks a README file, reducing accessibility and understandability	2025-11-30T23:11:12.986037
https://github.com/jslota/scRNAseq-prion-infection	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-11-30T23:11:12.986054
https://github.com/jslota/scRNAseq-prion-infection	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2025-11-30T23:11:12.986057
https://github.com/jslota/scRNAseq-prion-infection	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-11-30T23:11:12.986060
https://github.com/jslota/scRNAseq-prion-infection	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-11-30T23:11:12.986063
https://github.com/jslota/scRNAseq-prion-infection	Longitudinal Early-onset Alzheimer's Disease Study	Insufficient Content	Repository content too short (<50 chars), may be incomplete or non-functional	2025-11-30T23:11:49.802747
https://github.com/virtualscreenlab/Drug-Design-at-BBB-	Longitudinal Early-onset Alzheimer's Disease Study	No README	Repository lacks a README file, reducing accessibility and understandability	2025-11-30T23:13:45.177320
https://github.com/virtualscreenlab/Drug-Design-at-BBB-	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-11-30T23:13:45.177336
https://github.com/virtualscreenlab/Drug-Design-at-BBB-	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2025-11-30T23:13:45.177339
https://github.com/virtualscreenlab/Drug-Design-at-BBB-	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-11-30T23:13:45.177341
https://github.com/virtualscreenlab/Drug-Design-at-BBB-	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-11-30T23:13:45.177344
https://github.com/virtualscreenlab/Drug-Design-at-BBB-	Longitudinal Early-onset Alzheimer's Disease Study	Insufficient Content	Repository content too short (<50 chars), may be incomplete or non-functional	2025-11-30T23:14:21.940028
https://github.com/Franchglobal2/6-Ways-To-Be-Fit-And-Strengthen-Your-Immune-System-	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-11-30T23:16:17.489484
https://github.com/Franchglobal2/6-Ways-To-Be-Fit-And-Strengthen-Your-Immune-System-	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2025-11-30T23:16:17.489498
https://github.com/Franchglobal2/6-Ways-To-Be-Fit-And-Strengthen-Your-Immune-System-	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-11-30T23:16:17.489500
https://github.com/Franchglobal2/6-Ways-To-Be-Fit-And-Strengthen-Your-Immune-System-	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-11-30T23:16:17.489502
https://github.com/Franchglobal2/6-Ways-To-Be-Fit-And-Strengthen-Your-Immune-System	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-11-30T23:18:27.399545
https://github.com/Franchglobal2/6-Ways-To-Be-Fit-And-Strengthen-Your-Immune-System	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2025-11-30T23:18:27.399555
https://github.com/Franchglobal2/6-Ways-To-Be-Fit-And-Strengthen-Your-Immune-System	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-11-30T23:18:27.399557
https://github.com/Franchglobal2/6-Ways-To-Be-Fit-And-Strengthen-Your-Immune-System	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-11-30T23:18:27.399558
https://github.com/guilhermeverdoodt/brainx-crm-chatbot	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2025-11-30T23:20:13.609401
https://github.com/guilhermeverdoodt/brainx-crm-chatbot	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-11-30T23:20:13.609417
https://github.com/guilhermeverdoodt/brainx-crm-chatbot	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-11-30T23:20:13.609420
https://github.com/adrielyeung/comp-neuro	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-11-30T23:22:28.032969
https://github.com/adrielyeung/comp-neuro	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2025-11-30T23:22:28.032985
https://github.com/adrielyeung/comp-neuro	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-11-30T23:22:28.032988
https://github.com/adrielyeung/comp-neuro	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-11-30T23:22:28.032991
https://github.com/Aman0525/Drowsiness-Detection	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-11-30T23:24:39.351893
https://github.com/Aman0525/Drowsiness-Detection	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2025-11-30T23:24:39.351902
https://github.com/Aman0525/Drowsiness-Detection	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-11-30T23:24:39.351904
https://github.com/Aman0525/Drowsiness-Detection	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-11-30T23:24:39.351905
https://github.com/MananKhare/Blind-Stick-Navigator	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-11-30T23:26:53.164219
https://github.com/MananKhare/Blind-Stick-Navigator	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2025-11-30T23:26:53.164234
https://github.com/MananKhare/Blind-Stick-Navigator	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-11-30T23:26:53.164237
https://github.com/MananKhare/Blind-Stick-Navigator	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-11-30T23:26:53.164239
https://github.com/eduardomiranda/brainncare_streamlit_leads	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2025-11-30T23:28:34.104522
https://github.com/eduardomiranda/brainncare_streamlit_leads	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-11-30T23:28:34.104535
https://github.com/eduardomiranda/brainncare_streamlit_leads	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-11-30T23:28:34.104536
https://github.com/Talha-24/Brain-Booster-..	Longitudinal Early-onset Alzheimer's Disease Study	No README	Repository lacks a README file, reducing accessibility and understandability	2025-11-30T23:30:45.549988
https://github.com/Talha-24/Brain-Booster-..	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-11-30T23:30:45.549998
https://github.com/Talha-24/Brain-Booster-..	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2025-11-30T23:30:45.550000
https://github.com/Talha-24/Brain-Booster-..	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-11-30T23:30:45.550002
https://github.com/Talha-24/Brain-Booster-..	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-11-30T23:30:45.550003
https://github.com/Talha-24/Brain-Booster-..	Longitudinal Early-onset Alzheimer's Disease Study	Insufficient Content	Repository content too short (<50 chars), may be incomplete or non-functional	2025-11-30T23:31:22.342201
https://github.com/cran/LeadSense	Longitudinal Early-onset Alzheimer's Disease Study	No README	Repository lacks a README file, reducing accessibility and understandability	2025-11-30T23:33:17.932408
https://github.com/cran/LeadSense	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-11-30T23:33:17.932427
https://github.com/cran/LeadSense	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2025-11-30T23:33:17.932430
https://github.com/cran/LeadSense	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-11-30T23:33:17.932433
https://github.com/cran/LeadSense	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-11-30T23:33:17.932436
https://github.com/cran/LeadSense	Longitudinal Early-onset Alzheimer's Disease Study	Insufficient Content	Repository content too short (<50 chars), may be incomplete or non-functional	2025-11-30T23:33:54.788349
https://github.com/martindessart/Brain_Like_A_Sieve	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-11-30T23:35:50.441244
https://github.com/martindessart/Brain_Like_A_Sieve	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2025-11-30T23:35:50.441261
https://github.com/martindessart/Brain_Like_A_Sieve	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-11-30T23:35:50.441264
https://github.com/martindessart/Brain_Like_A_Sieve	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-11-30T23:35:50.441266
https://github.com/ge567x65/Brain_Lead	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-11-30T23:38:04.147845
https://github.com/ge567x65/Brain_Lead	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2025-11-30T23:38:04.147859
https://github.com/ge567x65/Brain_Lead	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-11-30T23:38:04.147861
https://github.com/ge567x65/Brain_Lead	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-11-30T23:38:04.147863
https://github.com/bishtshweta/CNN-and-Python--Based-detection-of-Brain-Strokes-using-MRI-Brain-images-that-leads-to-Epilepsy	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-11-30T23:40:20.009579
https://github.com/bishtshweta/CNN-and-Python--Based-detection-of-Brain-Strokes-using-MRI-Brain-images-that-leads-to-Epilepsy	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2025-11-30T23:40:20.009590
https://github.com/bishtshweta/CNN-and-Python--Based-detection-of-Brain-Strokes-using-MRI-Brain-images-that-leads-to-Epilepsy	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-11-30T23:40:20.009592
https://github.com/bishtshweta/CNN-and-Python--Based-detection-of-Brain-Strokes-using-MRI-Brain-images-that-leads-to-Epilepsy	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-11-30T23:40:20.009593
https://github.com/Gopher2016/Border-Detection-and-Image-Analysis-of-Implanted-Deep-Brain-Stimulation-Leads-in-Close-Proximity	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-11-30T23:42:34.606542
https://github.com/Gopher2016/Border-Detection-and-Image-Analysis-of-Implanted-Deep-Brain-Stimulation-Leads-in-Close-Proximity	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2025-11-30T23:42:34.606553
https://github.com/Gopher2016/Border-Detection-and-Image-Analysis-of-Implanted-Deep-Brain-Stimulation-Leads-in-Close-Proximity	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-11-30T23:42:34.606555
https://github.com/Gopher2016/Border-Detection-and-Image-Analysis-of-Implanted-Deep-Brain-Stimulation-Leads-in-Close-Proximity	Longitudinal Early-onset Alzheimer's Disease Study	No Environment Spec	No environment specification file (conda, pipenv, etc.) found	2025-11-30T23:42:34.606556
https://github.com/Technix-Technothon2k22/Binary-brains	Longitudinal Early-onset Alzheimer's Disease Study	No Dependencies	No dependency file found (requirements.txt, package.json, etc.), reducing reproducibility	2025-11-30T23:45:16.962201
https://github.com/Technix-Technothon2k22/Binary-brains	Longitudinal Early-onset Alzheimer's Disease Study	No Version Info	No version specification file found, may cause compatibility issues	2025-11-30T23:45:16.962213
https://github.com/Technix-Technothon2k22/Binary-brains	Longitudinal Early-onset Alzheimer's Disease Study	No Container	No Docker or container file found, limiting reproducibility across environments	2025-11-30T23:45:16.962215
