Study Name	Abbreviation	Diseases Included	Repository Link	Owner	Contributors	Languages	Biomedical Relevance	Code Summary	Data Types	Tooling
CamPaIGN Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/NoManNayeem/BrainFlex	NoManNayeem	NoManNayeem	HTML	"NO. This repository is a general-purpose quiz platform built with Django for creating and managing online quizzes and campaigns. Despite the name ""BrainFlex,"" there is no indication that it relates to neuroscience, brain disorders, medical research, or any biomedical applications - it appears to be a generic educational or entertainment quiz system."	BrainFlex is a Django-based web application that provides a quiz platform where users can participate in various quizzes organized into themed campaigns. The platform features user authentication, campaign management with scheduled quiz events, and supports multiple question formats including text-based, multiple-choice, and checkbox questions with time limits.	Not specified in the available repository information.	Django web framework, Python, HTML/CSS (implied for UI), and standard Django dependencies (as referenced in requirements.txt).
CamPaIGN Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/patrick-lee-warren/Russian_Hacking_Brain	patrick-lee-warren	patrick-lee-warren		NO. This repository contains data about Russian social media manipulation tactics during the 2016 US presidential election, specifically analyzing Twitter posts from the Internet Research Agency. It is focused on political science, social media analysis, and disinformation research rather than any biomedical or neuroscience applications.	This repository provides a dataset of Twitter posts from Russian trolls during the 2016 US presidential campaign for research into social media manipulation tactics. The data includes tweet content, publication dates, author handles, and categorical codes for analyzing the political orientation and targets of the disinformation campaigns.	Social media data (Twitter posts), including text content, timestamps, user handles, and categorical political coding data.	Not specified in the available repository information.
CamPaIGN Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/Ad-Blockchain/company.Brain.fm	Ad-Blockchain	Twin-Flame		"NO. This repository appears to be related to Brain.fm, which is a commercial music streaming service that provides ""focus music"" rather than a biomedical research project. The repository contains only marketing links (YouTube ad and landing page) and does not relate to neurodegenerative diseases, brain imaging, medical data analysis, or biomedical research."	Based on the available content, this repository does not contain actual code but rather appears to be a placeholder or reference repository containing only marketing links for the Brain.fm commercial service. The repository seems to serve as a bookmark or reference point for Brain.fm's advertising materials rather than a functional software project.	Not specified in the available repository information.	Not specified in the available repository information.
CamPaIGN Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/cyanide863/Project-Braindustry	cyanide863	cyanide863	Java	"NO. This repository is about remaking a video game mod called ""braindustry"" that involves turrets and sprites. Despite the name containing ""brain,"" it is clearly a gaming project and not related to biomedical research, neuroscience, or healthcare applications."	"This is a remake of an old video game mod called ""braindustry"" that was previously removed from a mod browser. The project involves recreating game elements like turrets and other sprites, with the developer starting by drawing designs on paper before implementing them in code."	Not specified in the available repository information.	Not specified in the available repository information.
CamPaIGN Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/steph-25-dotcom/Brainwave_Matrix_Intern	steph-25-dotcom	steph-25-dotcom		"NO. This repository is about digital marketing services and strategies, not biomedical research. Despite the name ""Brainwave Matrix,"" it refers to a marketing framework that uses consumer psychology and analytics for digital marketing campaigns, not neuroscience research or brain-related medical applications."	"This appears to be a marketing documentation repository rather than a code repository, describing the ""Brainwave Matrix Solution"" digital marketing framework. The content outlines a comprehensive digital marketing approach that combines SEO, content creation, audience research, and performance optimization strategies for businesses."	Not specified in the available repository information. The repository mentions consumer behavior data, Google Analytics data, and social media insights, but no specific technical data formats or biomedical data types are described.	Google Analytics, SEMrush, Ahrefs, Google Keyword Planner, Google PageSpeed Insights, social media platforms, email marketing channels, and various SEO optimization tools for technical website analysis.
CamPaIGN Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/Minh-Nguyen-0401/Business-Data-Analyst-Entrance-Test-IFOOD	Minh-Nguyen-0401	Minh-Nguyen-0401	Jupyter Notebook	"NO. This repository is for a business data analyst entrance test for iFood's ""Brain team,"" where ""Brain"" appears to be the name of their data analytics division rather than referring to neuroscience or brain research. iFood is a food delivery company, so this is likely focused on business analytics for their commercial operations."	This repository contains materials for a data analyst hiring assessment used by iFood's Brain team (their data analytics division). The test appears to be designed to evaluate candidates' data analysis skills for business intelligence roles at the food delivery company.	Not specified in the available repository information.	Not specified in the available repository information.
CamPaIGN Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/ezz-ae/entrestate-ecosystem	ezz-ae	ezz-dxb; ezz-ae	TypeScript	NO. This repository is a real estate technology platform that provides market intelligence, property search, and campaign automation tools. It has no connection to biomedical research, neuroscience, brain imaging, or healthcare applications.	Entrestate is an AI-native real estate operating system that combines market intelligence, creative tools, and campaign automation into a unified platform. It features WhatsMAP (a conversational AI interface), an app store for installable suites, a public market library for property search, PDF generation capabilities, and WhatsApp integration for customer interactions.	Real estate project data (stored in JSON format), user data, application data, PDF documents, WhatsApp messages, and Firebase collections.	Next.js, Firebase (Firestore, Hosting, Functions), TypeScript, Node.js, WhatsApp API, Google Gemini AI, Meta APIs, npm, and various Firebase admin tools.
Cognitive Function and Ageing Study	CFAS	Dementia; Cognitive Decline; Normal Aging	https://github.com/mdrajab/CFAS-and-ADNI-Neuropathology	mdrajab	mdrajab	Jupyter Notebook	YES - This repository is directly focused on dementia research, analyzing neuropathological features from two major datasets (CFAS and ADNI) used in Alzheimer's disease and dementia studies. The work addresses feature ranking biases in machine learning applications for dementia classification, which is highly relevant to neurodegenerative disease research.	This repository contains Python scripts that analyze feature-feature correlations and their impact on machine learning-based ranking of neuropathological features in dementia studies. The code performs preprocessing, feature ranking comparison across different filter methods, correlation analysis between pathological features, and evaluates how these correlations bias feature importance in dementia classification tasks.	Neuropathological data from CFAS (Cognitive Function and Ageing Study) and ADNI (Alzheimer's Disease Neuroimaging Initiative) datasets, clinical dementia features.	Python, Jupyter notebooks, WEKA (machine learning software mentioned for additional analysis).
Cognitive Function and Ageing Study	CFAS	Dementia; Cognitive Decline; Normal Aging	https://github.com/mdrajab/CFAS-ranking-code	mdrajab	mdrajab	Jupyter Notebook	YES - This repository is directly focused on dementia research, specifically neuropathological assessment of dementia using machine learning. It analyzes neuropathological and clinical data from the CFAS (Cognitive Function and Ageing Study) to classify and understand dementia cases, which is clearly relevant to neurodegenerative disease research.	This code implements a machine learning pipeline for analyzing dementia cases using neuropathological and clinical data from the CFAS study. The scripts perform feature ranking, classification using multiple algorithms, and analysis of misclassified cases to identify clinical signatures associated with different patient clusters. The workflow progresses from data preparation and feature correlation analysis to classification performance evaluation and clinical pattern identification.	Neuropathological data, clinical data, CFAS (Cognitive Function and Ageing Study) dataset including neuropathology assessments and clinical measurements.	Python, Jupyter notebooks, WEKA (for filter methods and feature ranking), machine learning classification algorithms (7 different algorithms mentioned), clustering analysis, heatmap visualization tools, and integration with external clinical signature analysis code from Emmanuel A. Jammeh's GitHub repository.
Cognitive Function and Ageing Study	CFAS	Dementia; Cognitive Decline; Normal Aging	https://github.com/buttybren/Incident-Dementia-in-Wales	buttybren	buttybren		YES - This repository is directly focused on biomedical research, specifically analyzing risk factors associated with incident dementia in the aging population of Wales using longitudinal cohort data from the Cognitive Function and Ageing Study (CFAS).	This project analyzes two waves of CFAS Wales data to identify risk factors associated with incident dementia in older adults. The study examines lifestyle, demographic, and medical history factors to determine their association with developing dementia, using AGECAT scores to identify incident cases in the second wave among participants who were dementia-free at baseline.	Clinical/epidemiological data including cognitive assessments (AGECAT scores), demographic information, lifestyle factors, and medical history data from the Cognitive Function and Ageing Study (CFAS) Wales longitudinal cohort study.	Not specified in the available repository information.
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/aranganathan01/alzheimersAid	aranganathan01	aranganathan01		YES - This repository is directly related to Alzheimer's disease, a major neurodegenerative condition. It focuses on developing a healthcare application specifically designed to assist Alzheimer's patients with memory recovery and cognitive support.	This project develops a memory recovery device for Alzheimer's patients that combines web technologies with hardware components. The system provides memory recovery prompts, personalized identity reinforcement, and real-time location awareness to help support patients with cognitive impairment.	Not specified in the available repository information.	HTML, CSS, JavaScript, Arduino, pulse sensor, embedded coding
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/rjsabouhi/rcd-neurodegeneration	rjsabouhi	rjsabouhi	Python	YES - This repository is biomedically relevant as it specifically focuses on modeling neurodegeneration processes, particularly identity collapse in Alzheimer's and Parkinson's diseases. It aims to simulate cognitive decline patterns and explore interventions for stabilizing cognitive coherence in neurodegenerative conditions.	This code implements a symbolic neurodegeneration simulator that models the progressive collapse of identity coherence over time using mathematical phase dynamics. The simulation tracks how symbolic cognitive structures decay in conditions like dementia by analyzing parameters such as identity rigidity, memory tension, and symbolic entropy to predict coherence outcomes.	Not specified in the available repository information.	Not specified in the available repository information.
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/stanleynwakamma/ViBRAINium	stanleynwakamma	stanleynwakamma		NO - This repository is for a luggage tracking system for American Airlines using QR codes, RFID technology, and facial verification. It is a travel/transportation technology project with no relation to biomedical research, neuroscience, brain disorders, or medical applications.	ViBRAINium is a smart luggage tracking system designed for American Airlines that enables passengers to locate their luggage on carousels in real-time. The system uses QR code/RFID technology for luggage identification and facial verification technology for security purposes.	Not specified in the available repository information.	Not specified in the available repository information.
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/viktormiok/AstrocytesHeterogenityARC	viktormiok	viktormiok	Jupyter Notebook	YES. This repository is highly biomedically relevant as it focuses on astrocyte biology in the hypothalamus and their response to dietary interventions, which is directly related to neuroscience and brain function. The research examines how different astrocyte populations in brain regions (cortex, hippocampus, hypothalamus) respond to high-caloric diets, which has implications for understanding metabolic regulation by the central nervous system and potentially neurodegenerative processes.	This repository provides multi-omics analysis tools for studying astrocyte heterogeneity in the arcuate nucleus of the hypothalamus in response to high-fat, high-sugar diet exposure. The code integrates transcriptomics, proteomics, and single-cell RNA sequencing data to analyze spatial and temporal changes in astrocyte populations, including spatial point pattern analysis methods for cellular-level anatomical description.	- Transcriptomics data (RNA-seq) - Proteomics data - Single-cell RNA sequencing (scRNA-seq) - Astrocyte spatial point pattern data - In vivo molecular marker labeling data	- R programming language - Python programming language - Jupyter notebooks (.ipynb files) - GEO (Gene Expression Omnibus) database access - Standard bioinformatics tools for genomics data processing (tar, gunzip) - Gitpod for cloud-based development
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/mrpkdeveloper/BrainHealth	mrpkdeveloper	mrpkdeveloper; vark1; dependabot[bot]	HTML	"NO. Despite the repository name ""BrainHealth,"" the actual code implements a generic web application with user management, articles, and comments functionality. There is no evidence of biomedical research, brain imaging, neurological data analysis, or healthcare applications in the repository content."	This is a web application built with a MySQL database backend that provides user management and article/blog functionality. The system allows users to create accounts, post articles, and add comments, following a typical social media or blogging platform architecture.	Not specified in the available repository information.	MySQL database, mysql_native_password authentication, backend controllers and routing system, HTML components, CSS libraries, JavaScript libraries, and fonts for frontend styling.
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/fashionliner/Help	fashionliner	fashionliner		NO. This repository does not contain any biomedical research content. It appears to be a personal distress message from someone seeking help with various personal issues, but contains no scientific code, medical data analysis, or research related to neurodegenerative diseases or brain imaging.	This repository does not contain any code. The README file consists entirely of a personal plea for help regarding alleged harassment, identity theft, and various personal grievances, with no programming content or technical documentation present.	Not specified in the available repository information.	No tools, packages, or frameworks are mentioned or used in this repository.
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/mehdi4027/satoshi-Nakomoto	mehdi4027			"NO. This repository appears to be a personal manifesto or philosophical statement about cryptocurrency and Bitcoin, claiming to be from Satoshi Nakamoto. While it mentions ""coronary heart disease epidemic"" and ""medicine, vaccines,"" these are used only as examples in an economic/financial context rather than representing actual biomedical research, analysis, or applications."	Based on the available content, this appears to be a text-only repository containing a philosophical statement about cryptocurrency rather than actual code. The repository consists of a README file with personal reflections on Bitcoin's creation and economic philosophy, with no apparent programming content or technical implementation.	Not specified in the available repository information.	Not specified in the available repository information.
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/mehdi4027/Solar-Gold-smart-safe-	mehdi4027			NO. This repository appears to be related to cryptocurrency and Bitcoin claims, with no connection to biomedical research, neuroscience, brain imaging, or healthcare applications. The content focuses on financial systems and digital currency rather than any medical or biological research.	Based on the available content, this repository does not contain actual code but rather consists of text claims about Bitcoin creation and cryptocurrency concepts. The repository appears to be primarily a manifesto or statement rather than a functional software project with implementable code.	Not specified in the available repository information.	Not specified in the available repository information.
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/akshaykarthicks/BrainSpark	akshaykarthicks	akshaykarthicks		"NO. This repository is a general AI-powered branding and web design tool that generates logos, color palettes, fonts, and landing pages for businesses. Despite the misleading name ""BrainSpark"" (which appears to be a typo for ""BrandSpark""), it has no connection to neuroscience, brain research, medical applications, or any biomedical domain."	BrandSpark AI is a web-based tool built with Google Opal that takes a simple business concept prompt and automatically generates a complete brand identity package. The tool outputs brand names, logo design prompts, Google Font pairings, color palettes with hex codes, and responsive landing page templates using TailwindCSS.	Not specified in the available repository information.	Google Opal, TailwindCSS, Google Fonts API, OpenAI DALL·E 3, Replicate (optional for image generation)
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/rosshandler/Structure-Indentity	rosshandler	rosshandler	R	YES - This repository is highly biomedically relevant as it focuses on human brain organoids and cerebral development, investigating how tissue morphology influences cellular fate decisions during brain development. The research uses advanced molecular techniques to study brain architecture and development, which has direct implications for understanding neurodevelopmental processes and potentially neurodevelopmental disorders.	This project analyzes the relationship between tissue morphology and molecular identity in human brain organoids using single-cell RNA sequencing, single-nucleus RNA sequencing, and spatial transcriptomics (Molecular Cartography). The code investigates how different organoid culture protocols affect morphology and tissue architecture, and demonstrates that proper spatial organization is crucial for normal temporal progression of cell fate decisions during brain development.	- Single-cell RNA sequencing (scRNA-seq) - Single-nucleus RNA sequencing (snRNA-seq) - Spatial transcriptomics (Molecular Cartography) - Morphological/imaging data of brain organoids - Human fetal brain reference data	Not specified in the available repository information (only the README abstract is provided, which doesn't mention specific computational tools, programming languages, or analysis frameworks used).
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/huevvn/DeepBrainwaveIdentity	huevvn	huevvn; Omar-Elnazly	Jupyter Notebook	YES - This repository is biomedically relevant as it focuses on EEG (electroencephalography) brainwave analysis for identity purposes. EEG is a neuroimaging technique that measures electrical activity in the brain and is commonly used in neuroscience research and clinical applications for studying brain function and neurological conditions.	This project appears to be a deep learning system for analyzing EEG brainwave patterns to identify individuals based on their unique neural signatures. The code likely implements machine learning models using PyTorch to process and classify EEG signals for biometric identification purposes.	EEG (electroencephalography) brainwave data	numpy, scipy, torch (PyTorch), scikit-learn, mne (EEG processing), tqdm, matplotlib, seaborn
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/wongyoJung/Encoding-the-Glucose-Identity-by-Discrete-Hypothalamic-Neurons-via-the-Gut-Brain-Axis-	wongyoJung	wongyoJung	MATLAB	YES - This repository is biomedically relevant as it involves analysis of hypothalamic neurons and the gut-brain axis, which are important components of neuroscience research. The study focuses on neural encoding mechanisms related to glucose sensing, which is relevant to understanding brain function and potentially metabolic disorders affecting the nervous system.	This repository contains analysis code for processing single-cell calcium trace data from hypothalamic neurons. The research investigates how discrete neurons in the hypothalamus encode glucose identity through gut-brain axis signaling pathways.	Single-cell calcium imaging data, neuronal calcium traces	Not specified in the available repository information.
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/Conxz/PIB	Conxz	Conxz		YES - This repository is biomedically relevant as it focuses on collecting and organizing brain imaging data for neuroscience research. It deals specifically with neuroimaging data (MRI, fMRI) and brain analysis, which are core components of biomedical research related to understanding brain function and structure.	"This repository serves as a collection and documentation project for ""Personally Identifiable Brains"" (PIB), which gathers brain imaging datasets from various researchers who have shared their own brain scans. The project is inspired by Poldrack's MyConnectome Project and aims to create a resource of brain imaging data with known personal identities for research purposes."	MRI (T1, T2, T2*, FLAIR), fMRI (resting state and task-based), diffusion MRI (DMRI), anatomical brain scans, brain atlases	Brain Imaging Data Structure (BIDS), 3T MRI scanners, figshare, OpenFMRI platform, OSF (Open Science Framework)
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/IngoGiebel/project-genesis-asi	IngoGiebel	IngoGiebel	JavaScript	"NO - This appears to be a general website project with no clear connection to biomedical research, neuroscience, or healthcare applications. The repository name ""project-genesis-asi"" and the package.json contents show standard web development dependencies without any biomedical-specific libraries or frameworks."	This is a TypeScript-based website project that includes markdown editing capabilities and content sanitization features. The project uses modern web development tools including a markdown editor (EasyMDE), HTML sanitization (DOMPurify), and choice selection components, suggesting it may be a content management or documentation website.	Not specified in the available repository information.	TypeScript, DOMPurify (HTML sanitization), EasyMDE (markdown editor), Marked (markdown parser), Choices.js (select component library), and standard Node.js build tools.
Effect of Semagacestat in Alzheimer's Disease	IDENTITY		https://github.com/the-imt/identity_thoughts	the-imt	the-imt		NO. This repository is a general cybersecurity essay about digital identity authentication methods (passwords, biometrics, tokens) and has no relation to biomedical research, neuroscience, brain disorders, or healthcare applications.	This is not a code repository but rather a written essay/documentation about digital identity authentication and security practices. The content discusses the three traditional factors of authentication (something you know, have, and are) with focus on passwords, tokens, and biometric systems for proving digital identity.	Not specified in the available repository information.	Not specified in the available repository information.
