Study Name	Abbreviation	Diseases Included	Repository Link	Owner	Contributors	Languages	Biomedical Relevance	Code Summary	Data Types	Tooling
Longitudinal Early-onset Alzheimer's Disease Study	LEADS	Early-onset Alzheimer's Disease; Young-onset Dementia	https://github.com/mehdi4027/Solar-Gold-smart-safe-	mehdi4027			NO. This repository appears to be related to cryptocurrency and financial systems, with claims about Bitcoin creation and digital currency trading platforms. There is no mention of neurodegenerative diseases, brain imaging, medical data analysis, or any biomedical research applications.	"Based on the available content, this appears to be a repository containing claims about Bitcoin's creation and proposals for a new cryptocurrency platform or ""virtual safe deposit box"" system. The repository does not contain visible code but rather consists of lengthy text claims about being the creator of Bitcoin and plans for new financial innovations."	Not specified in the available repository information.	Not specified in the available repository information.
Longitudinal Early-onset Alzheimer's Disease Study	LEADS	Early-onset Alzheimer's Disease; Young-onset Dementia	https://github.com/vineethsaivs/Brain-Tumor-Detection-using-Deep-Learning	vineethsaivs	vineethsaivs	CSS	YES - This repository is directly biomedically relevant as it focuses on brain tumor detection using medical imaging data (MRI scans). It addresses a critical healthcare application for diagnosing neurological conditions and aims to assist radiologists in making faster, more accurate diagnoses for brain cancer detection.	This project implements a deep learning system for detecting brain tumors from MRI images using a custom Convolutional Neural Network (CNN). The system includes comprehensive image preprocessing (filtering and denoising), segmentation techniques, and feature extraction methods to analyze MRI scans and predict the presence of brain tumors with high accuracy to assist medical professionals.	MRI (Magnetic Resonance Imaging) scans/images	Based on the repository description, the following techniques and tools are mentioned: Convolutional Neural Networks (CNN), various image filters (Mean, Median, Wiener, Hybrid, Modified Hybrid Median, Morphology-based denoising), segmentation algorithms (Threshold Segmentation, Morphology-based segmentation), edge detection methods (Prewitt, Robert, Sobel), and Histogram of Oriented Gradient for feature extraction. Specific software frameworks are not explicitly mentioned in the available content.
Longitudinal Early-onset Alzheimer's Disease Study	LEADS	Early-onset Alzheimer's Disease; Young-onset Dementia	https://github.com/Franchglobal2/6-Ways-To-Be-Fit-And-Strengthen-Your-Immune-System-	Franchglobal2	Franchglobal2		NO. This repository appears to be a health and wellness content piece focused on general fitness and immune system strengthening through lifestyle changes, rather than biomedical research. It does not relate to neurodegenerative diseases, brain imaging, clinical data analysis, or bioinformatics research.	This is not a code repository but rather a README file containing health advice content. The repository appears to be promotional material for omega-3 supplements and general wellness tips, focusing on sleep, diet, exercise, and stress management for immune system health.	Not specified in the available repository information.	Not specified in the available repository information.
Longitudinal Early-onset Alzheimer's Disease Study	LEADS	Early-onset Alzheimer's Disease; Young-onset Dementia	https://github.com/Franchglobal2/6-Ways-To-Be-Fit-And-Strengthen-Your-Immune-System	Franchglobal2	Franchglobal2		NO. This repository appears to be a health and wellness blog post or marketing content about general immune system strengthening and fitness tips, rather than a biomedical research project. It focuses on lifestyle advice and supplement promotion rather than scientific research, medical data analysis, or clinical applications related to specific biomedical conditions.	This repository does not contain code - it consists entirely of a README file with health and wellness content. The repository appears to be a text-based article discussing six ways to strengthen the immune system through lifestyle changes, sleep improvement, diet modifications, and omega-3 supplementation.	Not specified in the available repository information.	No programming tools, packages, or frameworks are present - this is a text-only repository containing health advice content.
Longitudinal Early-onset Alzheimer's Disease Study	LEADS	Early-onset Alzheimer's Disease; Young-onset Dementia	https://github.com/guilhermeverdoodt/brainx-crm-chatbot	guilhermeverdoodt	guilhermeverdoodt	JavaScript	"NO. This repository is for a commercial CRM and WhatsApp automation platform for general business use. Despite having ""BrainX"" in the name, it has no connection to neuroscience, brain research, or any biomedical applications - it's purely a customer relationship management and messaging automation tool for businesses."	BrainX is a commercial CRM platform that combines customer relationship management with WhatsApp automation capabilities. The platform allows businesses to manage leads, track sales pipelines, build AI-driven chatbots, and automate customer communications through WhatsApp Business API integration.	Not specified in the available repository information.	Based on the available information: WhatsApp Business API, Zapier integration, Salesforce integration, Google Workspace integration, and automated billing systems. Specific programming languages, frameworks, or development tools are not mentioned in the repository content provided.
Longitudinal Early-onset Alzheimer's Disease Study	LEADS	Early-onset Alzheimer's Disease; Young-onset Dementia	https://github.com/adrielyeung/comp-neuro	adrielyeung	adrielyeung	MATLAB	YES - This repository contains computational neuroscience code that models fundamental brain processes including neural signal transmission, decision making, memory, and learning. These models are directly relevant to understanding brain function and dysfunction, which is essential for biomedical research into neurological and neurodegenerative conditions.	This repository contains MATLAB implementations of various computational neuroscience models developed for a spring 2019 course. The code covers single neuron models (integrate-and-fire), neural network simulations (ring networks), and learning/memory algorithms including BCM learning, spike-timing dependent plasticity (STDP), perceptron learning, and temporal difference learning.	Not specified in the available repository information.	MATLAB, Euler method for numerical approximation, integrate-and-fire neuron models, ring network architectures, BCM (Bienenstock-Cooper-Munro) Learning Rule, STDP (Spike-Timing Dependent Plasticity), perceptron algorithms, temporal difference (TD) learning algorithms.
Longitudinal Early-onset Alzheimer's Disease Study	LEADS	Early-onset Alzheimer's Disease; Young-onset Dementia	https://github.com/Aman0525/Drowsiness-Detection	Aman0525	Aman0525	Python	YES - This repository is biomedically relevant as it focuses on drowsiness detection, which relates to neurological states, sleep disorders, and cognitive impairment assessment. The system monitors alertness levels and fatigue, which are important biomedical indicators related to brain function and sleep medicine.	This code implements a drowsiness detection system that monitors drivers in real-time using computer vision to detect eye blink patterns and signs of fatigue. The system provides audio alerts when drowsiness is detected to prevent accidents caused by falling asleep at the wheel. It appears to use camera input to analyze facial features and eye movements as indicators of driver alertness.	Video/camera data (real-time facial imaging), eye blink patterns, audio data (alarm sounds)	"Not specified in the available repository information (though the project uses Python as indicated by the ""Driver Cam.py"" file and likely involves computer vision libraries for facial/eye detection)."
Longitudinal Early-onset Alzheimer's Disease Study	LEADS	Early-onset Alzheimer's Disease; Young-onset Dementia	https://github.com/MananKhare/Blind-Stick-Navigator	MananKhare	MananKhare		YES - This repository is biomedically relevant as it develops an assistive technology device specifically for people with visual impairment/blindness, which is a medical condition affecting vision. The project creates a healthcare application aimed at improving mobility and independence for individuals with neurological or ophthalmological conditions that cause blindness.	This project implements a smart navigation stick for blind and visually impaired individuals that uses multiple sensors to detect obstacles, potholes, and water puddles. The device provides audio/vibration alerts for hazards, includes GPS tracking with SMS capabilities for emergency location sharing, remote locating functionality, and automatic lighting detection with LED illumination in dark conditions.	Sensor data (ultrasonic distance measurements, water detection, light levels), GPS coordinates, SMS messaging data	Not specified in the available repository information (specific programming languages, frameworks, and sensor libraries are not mentioned in the README).
Longitudinal Early-onset Alzheimer's Disease Study	LEADS	Early-onset Alzheimer's Disease; Young-onset Dementia	https://github.com/eduardomiranda/brainncare_streamlit_leads	eduardomiranda	eduardomiranda	Python	"YES - The repository name ""brainncare_streamlit_leads"" suggests this is related to brain care or neurological healthcare applications, which falls under biomedical relevance for neurological conditions."	This appears to be a Streamlit web application focused on brain care or neurological healthcare services. The repository provides setup instructions for creating a Python virtual environment and running what seems to be a web-based application for brain-related healthcare purposes.	Not specified in the available repository information.	- Python 3 - Streamlit (inferred from repository name) - Python virtual environment (venv) - pip package manager - requirements.txt for dependency management
Longitudinal Early-onset Alzheimer's Disease Study	LEADS	Early-onset Alzheimer's Disease; Young-onset Dementia	https://github.com/martindessart/Brain_Like_A_Sieve	martindessart	martindessart	HTML	NO. This repository focuses on behavioral memory formation in mosquito larvae using visual stimuli and tracking systems. While it involves neuroscience concepts like habituation and memory, it is primarily ecological/entomological research studying insect behavior rather than biomedical research related to human brain disorders or clinical applications.	This repository contains R and Python code for analyzing behavioral tracking data from mosquito larvae exposed to visual stimuli (shadows simulating predators). The code processes raw video tracking data through multiple stages including data cleaning, behavioral response classification, and statistical analysis to study short-term vs long-term memory formation in Aedes aegypti larvae.	Behavioral tracking data (CSV files from video analysis), visual stimulus response data, temporal movement data from automated tracking systems.	R version 4.1.1, Python 3.7.11, Spyder 5.1.5, automated video tracking software, data processing pipelines for detection threshold and filtering, moving average algorithms, low-pass filters.
Longitudinal Early-onset Alzheimer's Disease Study	LEADS	Early-onset Alzheimer's Disease; Young-onset Dementia	https://github.com/ge567x65/Brain_Lead	ge567x65	iampopg; ge567x65		"NO. This repository is a marketing lead generation tool designed for business marketing purposes, not biomedical research. Despite having ""Brain"" in the name, it focuses on finding and validating marketing leads (emails, phone numbers) for business campaigns, with no connection to neuroscience, brain imaging, medical data analysis, or any biomedical applications."	Brain_Lead is a Windows desktop application designed for marketers to generate, validate, and manage business leads. The software provides tools for email generation, phone number validation, and data cleansing to help with marketing campaigns by sourcing leads from platforms like Google and Amazon.	Marketing data (email addresses, phone numbers, lead lists) - no biomedical data types are mentioned.	Not specified in the available repository information. The README only mentions it's a Windows executable application (.exe file) but doesn't detail the underlying programming languages, frameworks, or development tools used.
Longitudinal Early-onset Alzheimer's Disease Study	LEADS	Early-onset Alzheimer's Disease; Young-onset Dementia	https://github.com/bishtshweta/CNN-and-Python--Based-detection-of-Brain-Strokes-using-MRI-Brain-images-that-leads-to-Epilepsy	bishtshweta	bishtshweta	Jupyter Notebook	YES - This repository is directly biomedically relevant as it focuses on detecting brain strokes using MRI brain images, which relates to neurological conditions and brain imaging analysis. The project specifically addresses stroke detection and its connection to epilepsy, both of which are significant neurological disorders requiring medical diagnosis and treatment.	This project implements a CNN-based system to automatically detect brain strokes from MRI brain images, distinguishing between normal and stroke-affected brain scans. The system uses transfer learning with pre-trained models like VGG16, data augmentation techniques, and achieves 90.55% test accuracy to assist in faster and more accurate stroke diagnosis.	MRI brain images (250 total images: 100 normal, 150 stroke-affected)	CNN (Convolutional Neural Networks), VGG16, VGG19, ResNet, DenseNet-169, Random Forest, SVM (Support Vector Machine), HoG (Histogram of Oriented Gradients), MLP (Multi-Layer Perceptron), Python, transfer learning frameworks, data augmentation tools
Longitudinal Early-onset Alzheimer's Disease Study	LEADS	Early-onset Alzheimer's Disease; Young-onset Dementia	https://github.com/Gopher2016/Border-Detection-and-Image-Analysis-of-Implanted-Deep-Brain-Stimulation-Leads-in-Close-Proximity	Gopher2016	Gopher2016	MATLAB	YES - This repository is directly related to deep brain stimulation (DBS), which is a medical treatment for neurological conditions including Parkinson's disease, essential tremor, dystonia, and other movement disorders. The project involves medical imaging analysis of implanted DBS leads, which is clearly within the scope of biomedical research for neurological conditions.	This repository appears to contain code for analyzing medical images to detect and analyze the borders of deep brain stimulation leads that have been surgically implanted in patients. The focus is specifically on cases where multiple DBS leads are positioned in close proximity to each other, which likely presents unique challenges for image analysis and border detection.	DICOM (.dcm) medical imaging files - likely brain imaging data showing implanted DBS leads	Not specified in the available repository information (only the README title and contact information for data access are provided).
Longitudinal Early-onset Alzheimer's Disease Study	LEADS	Early-onset Alzheimer's Disease; Young-onset Dementia	https://github.com/Technix-Technothon2k22/Binary-brains	Technix-Technothon2k22	SiddheshDabholkar; Alroyfernz; Technix-Technothon2k22; zeus11011	TypeScript	NO - This repository appears to be focused on environmental sustainability and document management solutions for reducing paper waste in offices and institutions. It is not related to biomedical research, neuroscience, brain disorders, or medical applications.	Based on the available information, this appears to be a project aimed at addressing paper waste in offices and institutions through digital solutions. The repository seems to focus on developing eco-friendly alternatives like e-signature systems and document management platforms to reduce environmental impact from excessive paper usage.	Not specified in the available repository information.	Not specified in the available repository information.
Longitudinal Early-onset Alzheimer's Disease Study	LEADS	Early-onset Alzheimer's Disease; Young-onset Dementia	https://github.com/tonylincon1/Automacao-de-pesquisa-e-coleta-de-leads-no-linkedin	tonylincon1	tonylincon1	Python	"NO - This repository is for LinkedIn lead generation automation, which is a business/marketing tool unrelated to biomedical research or neurological applications. Despite mentioning ""Brain Engenharia"" as the company name, the project itself focuses on social media automation rather than any biomedical or neuroscience applications."	This is an automation tool developed for training purposes to demonstrate Python programming concepts and automation libraries. The code automates the process of searching for and collecting leads on LinkedIn using web automation techniques.	Not specified in the available repository information.	Python, Selenium, PyAutoGUI
Longitudinal Early-onset Alzheimer's Disease Study	LEADS	Early-onset Alzheimer's Disease; Young-onset Dementia	https://github.com/JonJon50/Brain-Storm	JonJon50	JonJon50	JavaScript	"NO - This is a general-purpose note-taking web application designed for students to manage their daily tasks and reminders. Despite the name ""Brain Storm,"" it has no connection to biomedical research, neuroscience, brain imaging, or any healthcare applications."	This is a web-based note-taking application built with Express.js that allows users to create, save, and delete notes. The application stores note data in JSON format and is deployed on Heroku, providing a simple interface for students to organize their tasks and reduce stress.	Not specified in the available repository information.	JavaScript, jQuery, Bootstrap, HTML, CSS, Express.js, Node.js, Heroku
Longitudinal Early-onset Alzheimer's Disease Study	LEADS	Early-onset Alzheimer's Disease; Young-onset Dementia	https://github.com/Shivani-Ananya/Simon-game-using-JQuery	Shivani-Ananya	Shivani-Ananya	JavaScript	"NO. This is a recreational web-based Simon game built with jQuery for entertainment purposes. While the repository mentions it's a ""brain game"" that can ""develop your IQ,"" it is not a biomedical research tool, clinical application, or scientific instrument for studying neurological conditions or brain disorders."	This repository contains a web-based implementation of the classic Simon memory game using jQuery. The game challenges users to follow and repeat sequences of sound and visual cues (box flickers), with the sequence becoming progressively longer and more difficult as the game continues.	Not specified in the available repository information.	jQuery, HTML/CSS/JavaScript (implied for web game development)
Longitudinal Early-onset Alzheimer's Disease Study	LEADS	Early-onset Alzheimer's Disease; Young-onset Dementia	https://github.com/ArmanAbroumand/supplementary-of-SCI	ArmanAbroumand	ArmanAbroumand		YES - This repository is biomedically relevant as it focuses on spinal cord injury (SCI) research, specifically investigating the neurological impacts of SCI on cognitive function and memory dysfunction. The research examines SCI-induced secondary damage to the hippocampus, which is directly related to neurological conditions and brain analysis in the context of injury-related neurodegeneration.	Based on the limited repository information available, this appears to be a supplementary code repository for spinal cord injury research. The repository likely contains analysis code or data processing scripts related to studying the cognitive impairments and hippocampal damage that occur as secondary effects of spinal cord injury.	Not specified in the available repository information.	Not specified in the available repository information.
LRRK2 Cohort Consortium	LCC	LRRK2 Parkinson's Disease; LRRK2 carriers without PD; Idiopathic Parkinson's Disease; Normal Controls	https://github.com/DappStarter/brainy-lonimip-bLcc	DappStarter		JavaScript	NO. This repository is a blockchain-based decentralized application (dapp) project with no apparent connection to biomedical research, neuroscience, or healthcare applications. It appears to be a general blockchain development template or starter project.	"This is a blockchain application development project called ""My Dapp"" that provides a template structure for building decentralized applications. The project includes smart contract code, a web-based frontend interface, and a NodeJS server component, organized as a complete dapp development framework."	Not specified in the available repository information.	Visual Studio Code, NodeJS, Yarn, Flow CLI, Cadence (for smart contracts), blockchain development frameworks, and various JavaScript/web development packages managed through Yarn Workspaces.
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/himanshub1007/Alzhimers-Disease-Prediction-Using-Deep-learning	himanshub1007	himanshub1007	Python	YES - This repository is directly focused on Alzheimer's disease prediction using brain MRI imaging data. It specifically addresses neurodegenerative disease detection through medical imaging analysis and uses clinical neuroimaging data from the ADNI study for early AD detection.	This project implements deep learning approaches, specifically convolutional neural networks (CNNs), to predict Alzheimer's disease from brain MRI scans. The code explores different transfer learning methods including pretrained 2D AlexNet and 3D autoencoders, comparing their performance against CNNs trained from scratch, with the 2D AlexNet achieving 86% accuracy compared to 77% for the 3D CNN with autoencoder approach.	- Structural brain MRI scans (3D images with dimensions 121x145x121) - Whole brain imaging data (grey matter and white matter) - Grey matter only imaging data - Clinical data from ADNI (Alzheimer's Disease Neuroimaging Initiative) study with 686 MRI scans (310 AD cases, 376 normal controls)	- Statistical Parametric Mapping (SPM) software version 12 (for image preprocessing) - AlexNet (pretrained CNN architecture) - 3D Sparse Autoencoder - Convolutional Neural Networks (CNNs) - Transfer learning frameworks - International Consortium for Brain Mapping template - ImageNet (for pretrained models)
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/shahidzikria/ADD-Net	shahidzikria	shahidzikria	Jupyter Notebook	YES. This repository is directly focused on Alzheimer's Disease detection, which is a major neurodegenerative disease. The project specifically deals with automated diagnosis of AD using brain MRI imaging and deep learning techniques for medical image analysis.	ADD-Net is a custom Convolutional Neural Network architecture designed to automatically classify stages of Alzheimer's Disease from MRI brain scans. The model is built from scratch with fewer parameters to work efficiently on smaller datasets and includes synthetic oversampling techniques to address class imbalance issues in the training data.	MRI brain imaging data from Kaggle dataset	Deep Learning frameworks (specific framework not mentioned in available content), Convolutional Neural Networks (CNN), synthetic oversampling techniques, comparison models including DenseNet169, VGG19, and InceptionResNet V2
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/Ajax121/Comparison-of-Convolutional-neural-network-training-parameters-for-detecting-Alzheimer-s-disease-and	Ajax121	Ajax121	Jupyter Notebook	YES - This repository is directly focused on Alzheimer's disease detection using brain MRI data and CNN models. It specifically aims to identify brain regions relevant to Alzheimer's classification and mentions the hippocampus region, which is known to be affected in Alzheimer's disease according to medical literature.	This project compares different CNN training parameters for detecting Alzheimer's disease from brain MRI scans and evaluates various visualization methods to identify which brain regions the model considers important for classification. The code includes a Bokeh-based visualization tool that allows users to interactively explore MRI slices and view relevance maps showing areas the CNN model focuses on for Alzheimer's detection.	Brain MRI data (coronal slices mentioned specifically)	Convolutional Neural Networks (CNN), iNNvestigate toolbox (for deep learning visualizations), Bokeh server (for interactive visualization)
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/martindyrba/VisualAiD	martindyrba	devesh1611singh; martindyrba	Python	YES. This repository is directly focused on Alzheimer's disease detection using brain MRI data and 3D convolutional neural networks. It specifically addresses neurodegenerative disease classification and uses neuroimaging analysis with relevance mapping techniques to understand model decisions in a clinical context.	This code implements and compares different 3D CNN architectures (AlexNet, VGG, ResNet, and DenseNet) for detecting Alzheimer's disease from MRI brain scans. The project uses layer-wise relevance propagation (LRP) to generate relevance heatmaps that show which brain regions contribute most to the model's classification decisions, with a focus on evaluating which architecture performs best for AD detection.	MRI brain imaging data (specifically 3D MRI scans), ADNI3 dataset, MCI (Mild Cognitive Impairment) group data, neuroimaging data in MNI reference space.	Python 3.7, TensorFlow 1.15, Keras 2.2.4, iNNvestigate 1.0.9 (for layer-wise relevance propagation), 3D CNN architectures (AlexNet, VGG, ResNet, DenseNet).
